Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
554,Kurt Birkins*,27,TBR,AL,0.4,0,0,,0.90,6,0,2,0,0,0,10.0,5,1,1,0,5,0,7,0,0,0,37,506,3.23,1.000,4.5,0.0,4.5,6.3,1.40,,birkiku01
555,Kevin Cameron,28,SDP,NL,-0.3,0,0,,3.60,10,0,4,0,0,0,10.0,10,9,4,0,6,2,5,0,0,0,46,109,3.93,1.600,9.0,0.0,5.4,4.5,0.83,,camerke01
556,Steven Register,25,COL,NL,-0.2,0,0,,9.00,10,0,5,0,0,0,10.0,13,10,10,4,6,1,8,0,0,0,49,54,8.53,1.900,11.7,3.6,5.4,7.2,1.33,,regisst01
557,Erick Threets*,26,SFG,NL,0.1,0,1,.000,3.60,7,0,6,0,0,0,10.0,11,4,4,1,9,2,6,3,0,1,50,126,6.83,2.000,9.9,0.9,8.1,5.4,0.67,,threeer01
558,Mike Ekstrom,24,SDP,NL,-0.4,0,2,.000,7.45,8,0,1,0,0,0,9.2,14,8,8,2,7,1,6,0,0,0,47,53,6.75,2.172,13.0,1.9,6.5,5.6,0.86,,ekstrmi01
559,Ángel Guzmán,26,CHC,NL,0.0,0,0,,5.59,6,1,1,0,0,0,9.2,10,6,6,1,4,0,10,1,0,1,44,84,3.96,1.448,9.3,0.9,3.7,9.3,2.50,,guzmaan01
560,Jeff Ridgway*,27,ATL,NL,0.2,1,0,1.000,3.72,10,0,2,0,0,0,9.2,7,4,4,3,1,0,8,1,0,0,38,116,6.13,0.828,6.5,2.8,0.9,7.4,8.00,,ridgwje01
561,Mitch Talbot,24,TBR,AL,-0.4,0,0,,11.17,3,1,0,0,0,0,9.2,16,12,12,3,11,0,5,1,0,1,54,41,9.86,2.793,14.9,2.8,10.2,4.7,0.45,,talbomi01
562,Greg Aquino,30,BAL,AL,-0.5,0,0,,12.54,9,0,5,0,0,0,9.1,17,13,13,1,9,0,9,2,0,0,54,37,6.13,2.786,16.4,1.0,8.7,8.7,1.00,,aquingr01
563,Sean Henn*,27,SDP,NL,-0.1,0,0,,7.71,4,0,2,0,0,0,9.1,11,8,8,1,9,1,9,0,0,1,47,51,5.49,2.143,10.6,1.0,8.7,8.7,1.00,,hennse01
564,Jailen Peguero,27,ARI,NL,0.0,0,0,,4.82,7,0,0,0,0,0,9.1,9,6,5,0,4,0,5,1,0,0,38,99,3.67,1.393,8.7,0.0,3.9,4.8,1.25,,pegueja01
565,Frankie De La Cruz,24,FLA,NL,-0.9,0,0,,18.00,6,1,1,0,0,0,9.0,15,20,18,2,11,0,4,0,0,1,53,25,8.80,2.889,15.0,2.0,11.0,4.0,0.36,,delaceu01
566,Mike O'Connor*,27,WSN,NL,-0.9,1,1,.500,13.00,5,1,0,0,0,0,9.0,11,13,13,3,11,0,4,0,0,2,48,34,10.24,2.444,11.0,3.0,11.0,4.0,0.36,,oconnmi01
567,Jason Hirsh,26,COL,NL,-0.3,0,0,,8.31,4,1,1,0,0,0,8.2,15,10,8,3,4,0,6,0,0,0,46,58,7.63,2.192,15.6,3.1,4.2,6.2,1.50,,hirshja01
568,Tony Armas,30,NYM,NL,-0.2,1,0,1.000,7.56,3,1,1,0,0,0,8.1,11,7,7,2,1,0,6,0,0,1,37,58,5.17,1.440,11.9,2.2,1.1,6.5,6.00,,armasto02
569,Kevin Jepsen,23,LAA,AL,-0.1,0,1,.000,4.32,9,0,0,0,0,0,8.1,8,5,4,0,4,0,7,0,0,1,36,107,2.89,1.440,8.6,0.0,4.3,7.6,1.75,,jepseke01
570,Jared Wells,26,2TM,2LG,-0.3,0,0,,8.64,8,0,2,0,0,0,8.1,11,8,8,2,7,0,5,0,0,2,44,51,7.57,2.160,11.9,2.2,7.6,5.4,0.71,,wellsja02
570,Jared Wells,26,SDP,NL,-0.1,0,0,,6.00,2,0,0,0,0,0,3.0,4,2,2,0,1,0,2,0,0,0,14,72,2.80,1.667,12.0,0.0,3.0,6.0,2.00,,wellsja02
570,Jared Wells,26,SEA,AL,-0.2,0,0,,10.13,6,0,2,0,0,0,5.1,7,6,6,2,6,0,3,0,0,2,30,45,10.26,2.438,11.8,3.4,10.1,5.1,0.50,,wellsja02
571,Micah Bowie*,33,COL,NL,-0.3,0,1,.000,9.00,10,0,1,0,0,0,8.0,11,8,8,1,3,0,5,1,0,0,38,54,5.01,1.750,12.4,1.1,3.4,5.6,1.67,,bowiemi01
572,Valerio De Los Santos*,35,COL,NL,0.0,0,1,.000,5.63,2,2,0,0,0,0,8.0,6,5,5,1,11,0,10,0,0,0,40,87,6.38,2.125,6.8,1.1,12.4,11.3,0.91,,delosva01
573,Levale Speigner,27,WSN,NL,-0.4,0,1,.000,11.25,7,0,2,0,0,0,8.0,13,10,10,1,6,1,1,2,0,0,42,40,7.51,2.375,14.6,1.1,6.8,1.1,0.17,,speigle01
574,Kam Mickolio,24,BAL,AL,0.0,0,1,.000,5.87,9,0,5,0,0,0,7.2,8,5,5,0,4,0,8,0,0,2,36,79,2.61,1.565,9.4,0.0,4.7,9.4,2.00,,mickoka01
575,Jim Miller,26,BAL,AL,0.2,0,2,.000,1.17,8,0,5,0,0,1,7.2,9,3,1,0,5,2,8,1,0,1,39,396,3.39,1.826,10.6,0.0,5.9,9.4,1.60,,milleji02
576,A.J. Murray*,26,TEX,AL,0.1,1,0,1.000,3.52,2,2,0,0,0,0,7.2,12,4,3,0,3,0,5,0,0,0,38,132,3.00,1.957,14.1,0.0,3.5,5.9,1.67,,murraaj01
577,Danny Herrera*,23,CIN,NL,-0.2,0,0,,7.36,7,0,0,0,0,0,7.1,10,7,6,1,3,2,8,2,0,0,37,62,4.77,1.773,12.3,1.2,3.7,9.8,2.67,,herreda01
578,Phil Stockman,28,ATL,NL,0.3,0,0,,0.00,6,0,4,0,0,0,7.1,2,0,0,0,4,0,9,1,0,1,28,,2.72,0.818,2.5,0.0,4.9,11.0,2.25,,stockph01
579,Josh Kinney,29,STL,NL,0.3,0,0,,0.00,7,0,1,0,0,0,7.0,3,0,0,0,1,0,8,0,0,0,25,,1.27,0.571,3.9,0.0,1.3,10.3,8.00,,kinnejo01
580,Connor Robertson,26,ARI,NL,0.1,0,1,.000,5.14,6,0,3,0,0,0,7.0,8,4,4,1,2,1,2,1,0,0,32,94,5.70,1.429,10.3,1.3,2.6,2.6,1.00,,roberco01
581,Matt Wise,32,NYM,NL,-0.1,0,1,.000,6.43,8,0,5,0,0,0,7.0,10,5,5,2,3,1,6,0,0,0,34,69,6.42,1.857,12.9,2.6,3.9,7.7,2.00,,wisema01
582,Cedrick Bowers*,30,COL,NL,-0.3,0,0,,13.50,5,0,3,0,0,0,6.2,11,10,10,2,5,0,5,1,0,1,33,36,8.23,2.400,14.9,2.7,6.8,6.8,1.00,,bowerce01
583,Lee Gardner,33,FLA,NL,-0.3,0,0,,10.80,7,0,0,0,0,0,6.2,14,8,8,2,4,0,4,0,0,0,38,42,7.63,2.700,18.9,2.7,5.4,5.4,1.00,,gardnle01
584,Devern Hansack,30,BOS,AL,-0.1,1,0,1.000,4.05,4,0,3,0,0,0,6.2,6,5,3,0,1,0,5,0,0,0,26,120,2.08,1.050,8.1,0.0,1.4,6.8,5.00,,hansade01
585,Eric O'Flaherty*,23,SEA,AL,-1.2,0,1,.000,20.25,7,0,1,0,0,0,6.2,16,15,15,2,4,2,4,2,0,0,42,22,8.53,3.000,21.6,2.7,5.4,5.4,1.00,,oflaher01
586,Armando Benítez,35,TOR,AL,-0.2,0,1,.000,5.68,8,0,2,0,0,0,6.1,4,5,4,3,2,0,9,0,0,0,26,79,7.40,0.947,5.7,4.3,2.8,12.8,4.50,,benitar01
587,Ray King*,34,WSN,NL,0.0,0,0,,5.68,12,0,2,0,0,0,6.1,9,4,4,1,4,0,1,1,0,0,33,80,7.24,2.053,12.8,1.4,5.7,1.4,0.25,,kingra01
588,Bob McCrory,26,BAL,AL,-0.5,0,0,,15.63,8,0,2,0,0,0,6.1,10,12,11,0,8,0,5,0,0,1,37,30,5.34,2.842,14.2,0.0,11.4,7.1,0.63,,mccrobo01
589,Juan Salas,29,TBR,AL,-0.1,0,0,,7.11,5,0,2,0,0,0,6.1,5,5,5,0,4,0,8,0,0,1,27,65,2.50,1.421,7.1,0.0,5.7,11.4,2.00,,salasju01
590,Derrick Turnbow,30,MIL,NL,-0.7,0,1,.000,15.63,8,0,5,0,0,1,6.1,12,11,11,1,13,1,5,1,0,0,44,28,10.24,3.947,17.1,1.4,18.5,7.1,0.38,,turnbde01
591,Rick Bauer,31,CLE,AL,-0.3,0,0,,13.50,4,0,2,0,0,0,6.0,10,9,9,1,3,0,4,0,0,0,30,33,5.47,2.167,15.0,1.5,4.5,6.0,1.33,,bauerri01
592,Scott Elbert*,22,LAD,NL,-0.4,0,1,.000,12.00,10,0,1,0,0,0,6.0,9,8,8,2,4,0,8,1,0,0,31,37,7.30,2.167,13.5,3.0,6.0,12.0,2.00,,elbersc01
593,James McDonald,23,LAD,NL,0.2,0,0,,0.00,4,0,1,0,0,0,6.0,5,0,0,0,1,0,2,0,0,0,24,,2.97,1.000,7.5,0.0,1.5,3.0,2.00,,mcdonja03
594,Ty Taubenheim,25,PIT,NL,0.2,0,0,,3.00,1,1,0,0,0,0,6.0,7,2,2,0,3,0,4,0,0,0,27,147,3.30,1.667,10.5,0.0,4.5,6.0,1.33,,taubety01
595,José Ascanio,23,CHC,NL,-0.1,0,0,,7.94,6,0,1,0,0,0,5.2,8,5,5,1,4,1,3,1,0,0,30,61,7.01,2.118,12.7,1.6,6.4,4.8,0.75,,ascanjo01
596,Peter Moylan,29,ATL,NL,0.3,0,1,.000,1.59,7,0,2,0,0,1,5.2,5,1,1,1,1,0,5,1,0,0,25,279,4.72,1.059,7.9,1.6,1.6,7.9,5.00,,moylape01
597,Mark Worrell,25,STL,NL,-0.1,0,1,.000,7.94,4,0,1,0,0,0,5.2,8,5,5,1,4,1,4,0,0,0,27,56,6.13,2.118,12.7,1.6,6.4,6.4,1.00,,worrema01
598,Ryan Bukvich,30,BAL,AL,-0.1,0,0,,6.75,4,0,0,0,0,0,5.1,9,4,4,2,6,0,5,0,0,1,30,70,9.51,2.813,15.2,3.4,10.1,8.4,0.83,,bukviry01
599,Randy Wells,25,2TM,2LG,0.3,0,0,,0.00,4,0,2,0,0,0,5.1,0,0,0,0,3,0,1,0,0,0,18,,4.44,0.563,0.0,0.0,5.1,1.7,0.33,,wellsra01
599,Randy Wells,25,TOR,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.13,1.000,0.0,0.0,9.0,0.0,0.00,,wellsra01
599,Randy Wells,25,CHC,NL,0.3,0,0,,0.00,3,0,1,0,0,0,4.1,0,0,0,0,2,0,1,0,0,0,14,,4.06,0.462,0.0,0.0,4.2,2.1,0.50,,wellsra01
600,Michael Bowden,21,BOS,AL,0.2,1,0,1.000,3.60,1,1,0,0,0,0,5.0,7,2,2,0,1,0,3,0,0,0,22,137,2.53,1.600,12.6,0.0,1.8,5.4,3.00,,bowdemi01
601,Bobby Parnell,23,NYM,NL,0.0,0,0,,5.40,6,0,3,0,0,0,5.0,3,3,3,0,2,0,3,0,0,1,19,84,3.13,1.000,5.4,0.0,3.6,5.4,1.50,,parnebo01
602,Rich Rundles*,27,CLE,AL,0.2,0,0,,1.80,8,0,0,0,0,0,5.0,5,1,1,0,3,0,6,0,0,0,22,252,2.53,1.600,9.0,0.0,5.4,10.8,2.00,,rundlri01
603,Chris Schroder,29,WSN,NL,0.0,0,0,,5.40,4,0,0,0,0,0,5.0,6,3,3,2,6,0,3,0,0,0,27,85,10.73,2.400,10.8,3.6,10.8,5.4,0.50,,schroch01
604,Kiko Calero,33,OAK,AL,0.0,0,0,,3.86,5,0,3,0,0,0,4.2,3,3,2,0,3,0,7,0,0,0,20,115,2.06,1.286,5.8,0.0,5.8,13.5,2.33,,calerki01
605,Jeff Gray,26,OAK,AL,-0.1,0,0,,7.71,5,0,2,0,0,0,4.2,8,4,4,1,1,0,4,1,0,0,24,57,5.49,1.929,15.4,1.9,1.9,7.7,4.00,,grayje02
606,R.J. Swindle*,24,PHI,NL,-0.2,0,0,,7.71,3,0,0,0,0,0,4.2,9,4,4,2,2,0,4,0,0,0,24,61,8.27,2.357,17.4,3.9,3.9,7.7,2.00,,swindrj01
607,Scott Patterson,29,2TM,2LG,0.1,0,0,,1.93,4,0,2,0,0,0,4.2,2,1,1,0,6,1,7,0,0,1,22,239,3.99,1.714,3.9,0.0,11.6,13.5,1.17,,pattesc01
607,Scott Patterson,29,NYY,AL,0.0,0,0,,6.75,1,0,0,0,0,0,1.1,1,1,1,0,2,0,2,0,0,0,7,82,4.63,2.250,6.8,0.0,13.5,13.5,1.00,,pattesc01
607,Scott Patterson,29,SDP,NL,0.2,0,0,,0.00,3,0,2,0,0,0,3.1,1,0,0,0,4,1,5,0,0,1,15,,3.73,1.500,2.7,0.0,10.8,13.5,1.25,,pattesc01
608,Chad Cordero,26,WSN,NL,0.1,0,0,,2.08,6,0,2,0,0,0,4.1,6,1,1,0,3,1,5,0,0,1,22,224,2.90,2.077,12.5,0.0,6.2,10.4,1.67,,cordech01
609,Charlie Haeger,24,SDP,NL,-0.4,0,0,,16.62,4,0,1,0,0,0,4.1,8,10,8,2,5,0,4,2,0,0,28,25,12.13,3.000,16.6,4.2,10.4,8.3,0.80,,haegech01
610,Devon Lowery,25,KCR,AL,-0.1,0,0,,10.38,5,0,2,0,0,0,4.1,6,5,5,2,2,0,6,0,0,0,21,45,7.75,1.846,12.5,4.2,4.2,12.5,3.00,,lowerde01
611,Hideo Nomo,39,KCR,AL,-0.5,0,0,,18.69,3,0,2,0,0,0,4.1,10,9,9,3,4,0,3,0,0,1,27,25,13.52,3.231,20.8,6.2,8.3,6.2,0.75,,nomohi01
612,Charlie Zink,28,BOS,AL,-0.3,0,0,,16.62,1,1,0,0,0,0,4.1,11,8,8,0,1,0,1,0,0,1,25,30,3.36,2.769,22.8,0.0,2.1,2.1,1.00,,zinkch01
613,Elmer Dessens,37,ATL,NL,-0.6,0,1,.000,22.50,4,0,1,0,0,0,4.0,10,10,10,1,4,0,2,0,0,0,26,20,8.38,3.500,22.5,2.3,9.0,4.5,0.50,,desseel01
614,Kazuo Fukumori,31,TEX,AL,-0.4,0,0,,20.25,4,0,0,0,0,0,4.0,11,9,9,2,4,1,1,0,0,2,26,24,12.13,3.750,24.8,4.5,9.0,2.3,0.25,,fukumka01
615,Brian Gordon,29,TEX,AL,0.1,0,0,,2.25,3,0,0,0,0,0,4.0,4,1,1,0,0,0,1,0,0,0,16,215,2.63,1.000,9.0,0.0,0.0,2.3,,,gordobr01
616,Kei Igawa*,28,NYY,AL,-0.2,0,1,.000,13.50,2,1,1,0,0,0,4.0,13,6,6,0,0,0,0,0,0,0,24,35,3.13,3.250,29.3,0.0,0.0,0.0,,,igawake01
617,Adam Pettyjohn*,31,CIN,NL,-0.5,0,1,.000,20.25,3,1,1,0,0,0,4.0,11,9,9,2,2,1,1,1,0,0,26,24,11.38,3.250,24.8,4.5,4.5,2.3,0.50,,pettyad01
618,Ricardo Rincón*,38,NYM,NL,0.0,0,0,,4.50,8,0,1,0,0,0,4.0,4,2,2,1,1,0,3,0,0,1,16,102,5.63,1.250,9.0,2.3,2.3,6.8,3.00,,rincori01
619,Justin Thomas*,24,SEA,AL,-0.1,0,1,.000,6.75,8,0,2,0,0,0,4.0,9,3,3,0,2,0,2,0,0,1,22,68,3.63,2.750,20.3,0.0,4.5,4.5,1.00,,thomaju01
620,Bill White*,29,TEX,AL,-0.4,0,0,,20.25,8,0,2,0,0,0,4.0,7,9,9,1,11,1,1,0,0,0,30,24,14.13,4.500,15.8,2.3,24.8,2.3,0.09,,whitebi04
621,Jon Adkins,30,CIN,NL,0.1,1,0,1.000,2.45,4,0,0,0,0,0,3.2,4,1,1,1,3,1,3,0,0,0,15,196,7.50,1.909,9.8,2.5,7.4,7.4,1.00,,adkinjo01
622,Chad Fox,37,CHC,NL,0.0,0,1,.000,5.40,3,0,1,0,0,0,3.1,2,2,2,1,3,0,1,0,0,1,14,93,9.13,1.500,5.4,2.7,8.1,2.7,0.33,,foxch02
623,Enrique González,25,SDP,NL,-0.2,1,0,1.000,10.80,4,0,3,0,0,0,3.1,4,4,4,0,2,0,1,0,0,0,15,39,4.33,1.800,10.8,0.0,5.4,2.7,0.50,,gonzaen01
624,Carlos Rosa,23,KCR,AL,0.1,0,0,,2.70,2,0,1,0,0,0,3.1,3,1,1,0,0,0,3,0,0,0,12,177,1.33,0.900,8.1,0.0,0.0,8.1,,,rosaca01
625,Yorman Bazardo,23,DET,AL,-0.3,0,0,,24.00,3,0,3,0,0,0,3.0,7,8,8,0,5,1,3,0,0,0,20,21,6.13,4.000,21.0,0.0,15.0,9.0,0.60,,bazaryo01
626,Yhency Brazobán,28,LAD,NL,0.0,0,0,,6.00,2,0,1,0,0,0,3.0,4,2,2,0,3,0,3,0,0,1,16,78,4.13,2.333,12.0,0.0,9.0,9.0,1.00,,brazoyh01
627,Fernando Hernández,23,OAK,AL,-0.3,1,0,1.000,18.00,3,0,1,0,0,0,3.0,4,6,6,0,5,0,2,1,0,0,19,26,7.80,3.000,12.0,0.0,15.0,6.0,0.40,,hernafe03
628,Josh Roenicke,25,CIN,NL,-0.1,0,0,,9.00,5,0,0,0,0,0,3.0,6,3,3,0,2,0,6,1,0,0,18,54,2.13,2.667,18.0,0.0,6.0,18.0,3.00,,roenijo01
629,Eddie Kunz,22,NYM,NL,-0.2,0,0,,13.50,4,0,0,0,0,0,2.2,5,4,4,1,1,0,1,1,0,2,14,35,9.51,2.250,16.9,3.4,3.4,3.4,1.00,,kunzed01
630,Elizardo Ramírez,25,TEX,AL,-0.4,0,1,.000,30.38,1,0,0,0,0,0,2.2,8,9,9,1,2,0,1,1,0,1,19,17,10.63,3.750,27.0,3.4,6.8,3.4,0.50,,ramirel01
631,Francisley Bueno*,27,ATL,NL,0.0,0,0,,7.71,1,0,0,0,0,0,2.1,5,2,2,1,1,0,1,0,0,0,13,63,9.13,2.571,19.3,3.9,3.9,3.9,1.00,,buenofr01
632,Tanyon Sturtze,37,LAD,NL,0.1,0,0,,0.00,3,0,1,0,0,0,2.1,1,0,0,0,1,0,1,0,0,0,9,,3.56,0.857,3.9,0.0,3.9,3.9,1.00,,sturtta01
633,José Capellán,27,COL,NL,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,3,1,1,0,0,0,2,0,0,0,9,121,1.13,1.500,13.5,0.0,0.0,9.0,,,capeljo01
634,Jesús Delgado,24,FLA,NL,0.0,0,0,,4.50,2,0,1,0,0,0,2.0,1,1,1,0,3,0,0,0,0,1,10,113,7.63,2.000,4.5,0.0,13.5,0.0,0.00,,delgaje01
635,Matt DeSalvo,27,ATL,NL,-0.2,0,0,,31.50,2,0,0,0,0,0,2.0,11,7,7,0,2,0,2,0,0,0,18,16,4.13,6.500,49.5,0.0,9.0,9.0,1.00,,desalma01
636,Jon Meloan,23,CLE,AL,0.1,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,6,,2.63,0.500,0.0,0.0,4.5,9.0,2.00,,meloajo01
637,Humberto Sánchez,25,NYY,AL,0.0,0,0,,4.50,2,0,0,0,0,0,2.0,1,1,1,0,2,0,1,0,0,0,8,115,5.13,1.500,4.5,0.0,9.0,4.5,0.50,,sanchhu01
638,Brian Slocum,27,CLE,AL,-0.2,0,0,,27.00,2,0,0,0,0,0,2.0,8,6,6,2,0,0,1,1,0,0,15,18,16.63,4.000,36.0,9.0,0.0,4.5,,,slocubr01
639,Rich Thompson,23,LAA,AL,-0.2,0,0,,22.50,2,0,1,0,0,0,2.0,4,5,5,0,2,0,1,0,0,1,12,23,5.13,3.000,18.0,0.0,9.0,4.5,0.50,,thompri03
640,Mark Mulder*,30,STL,NL,-0.1,0,0,,10.80,3,1,1,0,0,0,1.2,4,2,2,0,2,0,2,1,0,1,12,48,6.13,3.600,21.6,0.0,10.8,10.8,1.00,,muldema01
641,Kyle Snyder,30,BOS,AL,-0.3,0,0,,21.60,2,0,0,0,0,0,1.2,2,4,4,1,2,0,1,0,0,1,9,26,13.33,2.400,10.8,5.4,10.8,5.4,0.50,,snydeky01
642,Jae Kuk Ryu,25,TBR,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.1,0,0,0,0,1,0,1,0,0,0,5,,3.88,0.750,0.0,0.0,6.8,6.8,1.00,,ryuja01
643,Jamie Burke,36,SEA,AL,-0.1,0,1,.000,9.00,1,0,1,0,0,0,1.0,1,1,1,0,0,0,0,0,0,1,4,64,3.13,1.000,9.0,0.0,0.0,0.0,,,burkeja02
644,Drew Carpenter,23,PHI,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,1,1,0,0,0,5,,4.13,2.000,9.0,0.0,9.0,9.0,1.00,,carpean01
645,José Díaz,28,TEX,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,1,0,0,1,0,2,1,0,1,6,,5.13,2.000,9.0,0.0,9.0,18.0,2.00,,diazjo01
646,Aaron Miles,31,STL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.13,0.000,0.0,0.0,0.0,0.0,,,milesaa01
647,Juan Morillo,24,COL,NL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.13,1.000,9.0,0.0,0.0,0.0,,,morilju01
648,Neal Musser*,27,KCR,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,,6.13,1.000,0.0,0.0,9.0,0.0,0.00,,mussene01
649,Tony Peña,27,KCR,AL,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,,1.13,0.000,0.0,0.0,0.0,9.0,,,penato02
650,Álex Serrano,27,LAA,AL,0.1,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,,1.13,1.000,9.0,0.0,0.0,9.0,,,serraal01
651,Carmen Pignatiello*,25,CHC,NL,-0.1,0,0,,13.50,2,0,0,0,0,0,0.2,2,1,1,0,2,0,0,1,0,1,7,51,16.63,6.000,27.0,0.0,27.0,0.0,0.00,,pignaca01
