Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
110,Wandy Rodríguez*,29,HOU,NL,1.8,9,7,.563,3.54,25,25,0,0,0,0,137.1,136,65,54,14,44,3,131,5,3,2,587,119,3.62,1.311,8.9,0.9,2.9,8.6,2.98,,rodriwa01
111,Sidney Ponson,31,2TM,AL,0.3,8,5,.615,5.04,25,24,1,1,0,0,135.2,170,89,76,14,48,2,58,7,0,4,612,88,4.83,1.607,11.3,0.9,3.2,3.8,1.21,,ponsosi01
111,Sidney Ponson,31,TEX,AL,0.1,4,1,.800,3.88,9,9,0,1,0,0,55.2,71,36,24,3,16,0,25,2,0,2,252,115,3.90,1.563,11.5,0.5,2.6,4.0,1.56,,ponsosi01
111,Sidney Ponson,31,NYY,AL,0.2,4,4,.500,5.85,16,15,1,0,0,0,80.0,99,53,52,11,32,2,33,5,0,2,360,76,5.48,1.638,11.1,1.2,3.6,3.7,1.03,,ponsosi01
112,Mark Hendrickson*,34,FLA,NL,-0.7,7,8,.467,5.45,36,19,4,0,0,0,133.2,148,87,81,17,48,7,81,5,0,4,590,80,4.76,1.466,10.0,1.1,3.2,5.5,1.69,,hendrma01
113,Garrett Olson*,24,BAL,AL,-1.4,9,10,.474,6.65,26,26,0,0,0,0,132.2,168,100,98,17,62,1,83,8,0,6,621,67,5.13,1.734,11.4,1.2,4.2,5.6,1.34,,olsonga01
114,Adam Wainwright,26,STL,NL,2.5,11,3,.786,3.20,20,20,0,1,0,0,132.0,122,51,47,12,34,1,91,3,0,3,544,132,3.78,1.182,8.3,0.8,2.3,6.2,2.68,,wainwad01
115,Jorge De La Rosa*,27,COL,NL,1.0,10,8,.556,4.92,28,23,0,0,0,0,130.0,128,77,71,13,62,3,128,7,1,14,571,95,4.06,1.462,8.9,0.9,4.3,8.9,2.06,,rosajo01
116,Brian Burres*,27,BAL,AL,-0.5,7,10,.412,6.04,31,22,1,0,0,0,129.2,165,90,87,17,50,2,63,6,1,3,596,74,5.16,1.658,11.5,1.2,3.5,4.4,1.26,,burrebr01
117,Luke Hochevar,24,KCR,AL,0.4,6,12,.333,5.51,22,22,0,0,0,0,129.0,143,84,79,12,47,1,72,5,0,7,566,78,4.43,1.473,10.0,0.8,3.3,5.0,1.53,,hochelu01
118,José Contreras,36,CHW,AL,2.0,7,6,.538,4.54,20,20,0,1,0,0,121.0,130,64,61,12,35,0,70,3,0,6,522,101,4.21,1.364,9.7,0.9,2.6,5.2,2.00,,contrjo01
119,Jeremy Sowers*,25,CLE,AL,-0.9,4,9,.308,5.58,22,22,0,0,0,0,121.0,141,84,75,18,39,1,64,3,1,3,533,76,5.05,1.488,10.5,1.3,2.9,4.8,1.64,,sowerje01
120,Roberto Hernández,27,CLE,AL,-0.7,8,7,.533,5.44,22,22,0,1,1,0,120.2,126,80,73,7,70,0,58,9,1,8,549,78,4.89,1.624,9.4,0.5,5.2,4.3,0.83,,carmofa01
121,Boof Bonser,26,MIN,AL,-1.4,3,7,.300,5.93,47,12,9,0,0,0,118.1,139,87,78,16,36,1,97,1,1,6,532,71,4.19,1.479,10.6,1.2,2.7,7.4,2.69,,bonsebo01
122,Ryan Rowland-Smith*,25,SEA,AL,2.0,5,3,.625,3.42,47,12,9,0,0,2,118.1,114,49,45,13,48,0,77,2,1,2,506,124,4.53,1.369,8.7,1.0,3.7,5.9,1.60,,rowlary01
123,Zach Miner,26,DET,AL,1.7,8,5,.615,4.27,45,13,3,0,0,0,118.0,118,60,56,10,46,3,62,6,0,4,509,104,4.50,1.390,9.0,0.8,3.5,4.7,1.35,,minerza01
124,Chris Sampson,30,HOU,NL,0.8,6,4,.600,4.22,54,11,6,0,0,0,117.1,118,60,55,8,23,5,61,3,0,0,478,100,3.64,1.202,9.1,0.6,1.8,4.7,2.65,,sampsch01
125,Sean Gallagher,22,2TM,2LG,-0.2,5,7,.417,5.15,23,21,1,0,0,0,115.1,118,73,66,13,58,2,103,6,0,2,522,85,4.48,1.526,9.2,1.0,4.5,8.0,1.78,,gallase01
125,Sean Gallagher,22,CHC,NL,0.7,3,4,.429,4.45,12,10,1,0,0,0,58.2,58,31,29,6,22,1,49,4,0,2,256,103,4.12,1.364,8.9,0.9,3.4,7.5,2.23,,gallase01
125,Sean Gallagher,22,OAK,AL,-0.9,2,3,.400,5.88,11,11,0,0,0,0,56.2,60,42,37,7,36,1,54,2,0,0,266,70,4.84,1.694,9.5,1.1,5.7,8.6,1.50,,gallase01
126,Miguel Batista,37,SEA,AL,-2.0,4,14,.222,6.26,44,20,9,0,0,1,115.0,135,89,80,19,79,6,73,6,0,5,556,68,6.23,1.861,10.6,1.5,6.2,5.7,0.92,,batismi01
127,Darrell Rasner,27,NYY,AL,0.1,5,10,.333,5.40,24,20,1,0,0,0,113.1,135,74,68,14,39,1,67,5,0,4,513,82,4.72,1.535,10.7,1.1,3.1,5.3,1.72,,rasneda01
128,Kyle Davies,24,KCR,AL,2.1,9,7,.563,4.06,21,21,0,0,0,0,113.0,121,57,51,10,43,0,71,2,1,8,487,107,4.22,1.451,9.6,0.8,3.4,5.7,1.65,,davieky01
129,Jo-Jo Reyes*,23,ATL,NL,-1.0,3,11,.214,5.81,23,22,0,0,0,0,113.0,134,77,73,18,52,4,78,3,0,2,512,72,5.28,1.646,10.7,1.4,4.1,6.2,1.50,,reyesjo03
130,R.A. Dickey,33,SEA,AL,0.2,5,8,.385,5.21,32,14,9,0,0,0,112.1,124,65,65,15,51,4,58,2,1,11,500,81,5.25,1.558,9.9,1.2,4.1,4.6,1.14,,dicker.01
131,Dustin McGowan,26,TOR,AL,0.5,6,7,.462,4.37,19,19,0,1,0,0,111.1,115,60,54,9,38,1,85,5,0,5,474,97,3.81,1.374,9.3,0.7,3.1,6.9,2.24,,mcgowdu01
132,Kevin Correia,27,SFG,NL,-1.0,3,8,.273,6.05,25,19,2,0,0,0,110.0,141,80,74,15,47,3,66,4,0,5,514,73,5.10,1.709,11.5,1.2,3.8,5.4,1.40,,correke01
133,Pedro Martínez,36,NYM,NL,-0.4,5,6,.455,5.61,20,20,0,0,0,0,109.0,127,70,68,19,44,3,87,6,1,2,493,75,5.18,1.569,10.5,1.6,3.6,7.2,1.98,,martipe02
134,Carlos Villanueva,24,MIL,NL,0.7,4,7,.364,4.07,47,9,9,0,0,1,108.1,112,53,49,18,30,1,93,3,0,4,464,104,4.49,1.311,9.3,1.5,2.5,7.7,3.10,,villaca01
135,Clayton Kershaw*,20,LAD,NL,1.5,5,5,.500,4.26,22,21,0,0,0,0,107.2,109,51,51,11,52,3,100,1,0,7,470,98,4.08,1.495,9.1,0.9,4.3,8.4,1.92,,kershcl01
136,Andrew Miller*,23,FLA,NL,-1.4,6,10,.375,5.87,29,20,1,0,0,0,107.1,120,78,70,7,56,4,89,4,0,4,492,74,4.00,1.640,10.1,0.6,4.7,7.5,1.59,,millean01
137,Adam Eaton,30,PHI,NL,-1.0,4,8,.333,5.80,21,19,0,0,0,0,107.0,131,71,69,15,44,5,57,6,0,2,478,75,5.29,1.636,11.0,1.3,3.7,4.8,1.30,,eatonad01
138,Tom Gorzelanny*,25,PIT,NL,-1.2,6,9,.400,6.66,21,21,0,0,0,0,105.1,120,79,78,20,70,0,67,1,1,5,490,63,6.35,1.804,10.3,1.7,6.0,5.7,0.96,,gorzeto01
139,Seth McClung,27,MIL,NL,1.3,6,6,.500,4.02,37,12,10,0,0,0,105.1,93,47,47,10,55,3,87,7,0,5,456,105,4.48,1.405,7.9,0.9,4.7,7.4,1.58,,mccluse01
140,Micah Owings,25,ARI,NL,-0.4,6,9,.400,5.93,22,18,2,0,0,0,104.2,104,73,69,14,41,0,87,12,0,4,466,78,4.73,1.385,8.9,1.2,3.5,7.5,2.12,,owingmi01
141,Chris Young,29,SDP,NL,1.0,7,6,.538,3.96,18,18,0,1,0,0,102.1,84,46,45,13,48,4,93,1,1,3,434,96,4.40,1.290,7.4,1.1,4.2,8.2,1.94,,youngch03
142,Joba Chamberlain,22,NYY,AL,3.5,4,3,.571,2.60,42,12,5,0,0,0,100.1,87,32,29,5,39,3,118,2,2,4,417,170,2.65,1.256,7.8,0.4,3.5,10.6,3.03,ROY-8,chambjo03
143,Jeff Bennett,28,ATL,NL,0.9,3,7,.300,3.70,72,4,12,0,0,3,97.1,86,44,40,5,47,6,68,7,0,5,419,113,4.07,1.366,8.0,0.5,4.3,6.3,1.45,,benneje01
144,Chan Ho Park,35,LAD,NL,1.2,4,4,.500,3.40,54,5,11,0,0,2,95.1,97,43,36,12,36,7,79,4,1,2,412,123,4.37,1.395,9.2,1.1,3.4,7.5,2.19,,parkch01
145,Chien-Ming Wang,28,NYY,AL,2.0,8,2,.800,4.07,15,15,0,1,0,0,95.0,90,44,43,4,35,1,54,3,0,0,402,108,3.74,1.316,8.5,0.4,3.3,5.1,1.54,,wangch01
146,Brad Penny,30,LAD,NL,-1.0,6,9,.400,6.27,19,17,1,0,0,0,94.2,112,68,66,13,42,0,51,3,1,1,426,67,5.27,1.627,10.6,1.2,4.0,4.8,1.21,,pennybr01
147,Aaron Laffey*,23,CLE,AL,0.4,5,7,.417,4.23,16,16,0,0,0,0,93.2,103,52,44,10,31,1,43,9,1,5,409,100,4.88,1.431,9.9,1.0,3.0,4.1,1.39,,laffeaa01
148,Chad Gaudin,25,2TM,2LG,0.2,9,5,.643,4.40,50,6,14,0,0,0,90.0,92,50,44,11,27,3,71,3,2,2,382,97,4.14,1.322,9.2,1.1,2.7,7.1,2.63,,gaudich01
148,Chad Gaudin,25,OAK,AL,0.6,5,3,.625,3.59,26,6,9,0,0,0,62.2,63,29,25,6,17,1,44,3,1,2,263,115,3.93,1.277,9.0,0.9,2.4,6.3,2.59,,gaudich01
148,Chad Gaudin,25,CHC,NL,-0.4,4,2,.667,6.26,24,0,5,0,0,0,27.1,29,21,19,5,10,2,27,0,1,0,119,74,4.63,1.427,9.5,1.6,3.3,8.9,2.70,,gaudich01
149,J.P. Howell*,25,TBR,AL,2.4,6,1,.857,2.22,64,0,9,0,0,3,89.1,62,29,22,6,39,1,92,4,0,5,370,199,3.39,1.131,6.2,0.6,3.9,9.3,2.36,,howeljp01
150,Josh Rupe,25,TEX,AL,0.2,3,1,.750,5.14,46,0,10,0,0,0,89.1,93,52,51,8,46,3,53,10,0,3,392,87,4.99,1.556,9.4,0.8,4.6,5.3,1.15,,rupejo01
151,Brian Bass,26,2TM,AL,-0.2,4,4,.500,4.84,49,4,14,0,0,1,89.1,98,55,48,12,31,4,45,5,0,6,388,88,5.08,1.444,9.9,1.2,3.1,4.5,1.45,,bassbr01
151,Brian Bass,26,MIN,AL,-0.2,3,4,.429,4.87,44,0,14,0,0,1,68.1,84,42,37,11,22,3,32,3,0,4,303,86,5.39,1.551,11.1,1.4,2.9,4.2,1.45,,bassbr01
151,Brian Bass,26,BAL,AL,0.0,1,0,1.000,4.71,5,4,0,0,0,0,21.0,14,13,11,1,9,1,13,2,0,2,85,96,4.08,1.095,6.0,0.4,3.9,5.6,1.44,,bassbr01
152,Justin Masterson,23,BOS,AL,2.4,6,5,.545,3.16,36,9,6,0,0,0,88.1,68,31,31,10,40,3,68,8,0,1,365,147,4.69,1.223,6.9,1.0,4.1,6.9,1.70,,masteju01
153,Chad Durbin,30,PHI,NL,1.4,5,4,.556,2.87,71,0,12,0,0,1,87.2,81,33,28,5,35,7,63,4,0,3,365,152,3.77,1.323,8.3,0.5,3.6,6.5,1.80,,durbich01
154,Josh Johnson,24,FLA,NL,2.0,7,1,.875,3.61,14,14,0,1,0,0,87.1,91,36,35,7,27,1,77,1,0,4,365,121,3.37,1.351,9.4,0.7,2.8,7.9,2.85,,johnsjo09
155,Carlos Mármol,25,CHC,NL,2.7,2,4,.333,2.68,82,0,22,0,0,7,87.1,40,30,26,10,41,3,114,6,1,6,348,171,3.62,0.927,4.1,1.0,4.2,11.7,2.78,AS,marmoca01
156,Shawn Chacón,30,HOU,NL,0.0,2,3,.400,5.04,15,15,0,0,0,0,85.2,88,52,48,16,41,5,53,2,0,2,374,84,5.83,1.506,9.2,1.7,4.3,5.6,1.29,,chacosh01
157,Josh Banks,25,SDP,NL,0.2,3,6,.333,4.75,17,14,1,1,0,0,85.1,94,47,45,12,32,5,43,3,0,0,372,80,5.18,1.477,9.9,1.3,3.4,4.5,1.34,,banksjo01
158,Joel Hanrahan,26,WSN,NL,0.8,6,3,.667,3.95,69,0,34,0,0,9,84.1,73,40,37,9,42,7,93,1,0,6,364,109,3.84,1.364,7.8,1.0,4.5,9.9,2.21,,hanrajo01
159,Radhames Liz,24,BAL,AL,-0.9,6,6,.500,6.72,17,17,0,0,0,0,84.1,99,67,63,16,51,3,57,3,0,6,393,66,6.17,1.779,10.6,1.7,5.4,6.1,1.12,,lizra01
160,Chris Volstad,21,FLA,NL,2.6,6,4,.600,2.88,15,14,0,0,0,0,84.1,76,30,27,3,36,4,52,5,0,0,365,151,3.82,1.328,8.1,0.3,3.8,5.5,1.44,,volstch01
161,Jamey Wright,33,TEX,AL,-0.9,8,7,.533,5.12,75,0,17,0,0,0,84.1,93,57,48,5,35,3,60,8,0,5,379,87,4.01,1.518,9.9,0.5,3.7,6.4,1.71,,wrighja01
162,Saúl Rivera,30,WSN,NL,0.7,5,6,.455,3.96,76,0,14,0,0,0,84.0,90,41,37,3,35,2,65,2,1,4,371,109,3.37,1.488,9.6,0.3,3.8,7.0,1.86,,riversa01
163,Matt Harrison*,22,TEX,AL,-0.3,9,3,.750,5.49,15,15,0,1,1,0,83.2,100,57,51,12,31,2,42,2,2,2,372,81,5.18,1.566,10.8,1.3,3.3,4.5,1.35,,harrima01
164,Glendon Rusch*,33,2TM,NL,0.3,5,5,.500,5.16,35,9,9,0,0,0,83.2,94,50,48,10,25,7,55,0,0,2,367,87,4.27,1.422,10.1,1.1,2.7,5.9,2.20,,ruschgl01
164,Glendon Rusch*,33,SDP,NL,-0.5,1,2,.333,6.41,12,0,6,0,0,0,19.2,22,15,14,2,11,4,12,0,0,1,92,60,4.91,1.678,10.1,0.9,5.0,5.5,1.09,,ruschgl01
164,Glendon Rusch*,33,COL,NL,0.8,4,3,.571,4.78,23,9,3,0,0,0,64.0,72,35,34,8,14,3,43,0,0,1,275,98,4.07,1.344,10.1,1.1,2.0,6.0,3.07,,ruschgl01
165,Ryan Madson,27,PHI,NL,1.4,4,2,.667,3.05,76,0,14,0,0,1,82.2,79,29,28,6,23,4,67,1,1,2,340,143,3.33,1.234,8.6,0.7,2.5,7.3,2.91,,madsory01
166,Érik Bédard*,29,SEA,AL,1.1,6,4,.600,3.67,15,15,0,0,0,0,81.0,70,38,33,9,37,0,72,4,0,3,347,116,4.32,1.321,7.8,1.0,4.1,8.0,1.95,,bedarer01
167,Collin Balester,22,WSN,NL,-0.2,3,7,.300,5.51,15,15,0,0,0,0,80.0,92,53,49,12,28,1,50,6,0,4,358,78,5.11,1.500,10.4,1.4,3.2,5.6,1.79,,balesco01
168,Hung-Chih Kuo*,26,LAD,NL,2.6,5,3,.625,2.14,42,3,10,0,0,1,80.0,60,21,19,4,21,2,96,3,1,1,323,196,2.28,1.013,6.8,0.5,2.4,10.8,4.57,,kuoho01
169,Salomón Torres,36,MIL,NL,0.8,7,5,.583,3.49,71,0,46,0,0,28,80.0,75,35,31,6,33,5,51,4,0,2,344,121,4.22,1.350,8.4,0.7,3.7,5.7,1.55,,torresa01
170,Manny Corpas,25,COL,NL,0.9,3,4,.429,4.52,76,0,20,0,0,4,79.2,93,41,40,7,23,4,50,2,0,1,346,104,3.96,1.456,10.5,0.8,2.6,5.6,2.17,,corpama01
171,Dennis Sarfate,27,BAL,AL,0.1,4,3,.571,4.74,57,4,15,0,0,0,79.2,62,47,42,8,62,2,86,7,1,6,359,94,4.88,1.556,7.0,0.9,7.0,9.7,1.39,,sarfade01
172,Sean Green,29,SEA,AL,-0.6,4,5,.444,4.67,72,0,13,0,0,1,79.0,80,47,41,3,36,1,62,6,1,5,358,91,3.65,1.468,9.1,0.3,4.1,7.1,1.72,,greense01
173,Phil Dumatrait*,26,PIT,NL,0.1,3,4,.429,5.26,21,11,4,0,0,0,78.2,82,48,46,7,42,2,52,2,0,1,351,80,4.64,1.576,9.4,0.8,4.8,5.9,1.24,,dumatph01
174,Ryan Franklin,35,STL,NL,0.7,6,6,.500,3.55,74,0,39,0,0,17,78.2,86,34,31,10,30,4,51,3,0,3,346,119,4.75,1.475,9.8,1.1,3.4,5.8,1.70,,frankry01
175,Aquilino López,33,DET,AL,1.5,4,1,.800,3.55,48,0,18,0,0,0,78.2,86,33,31,9,22,4,61,2,1,6,344,126,3.98,1.373,9.8,1.0,2.5,7.0,2.77,,lopezaq01
176,Jeremy Affeldt*,29,CIN,NL,1.0,1,1,.500,3.33,74,0,20,0,0,0,78.1,78,36,29,9,25,0,80,3,0,6,335,132,3.66,1.315,9.0,1.0,2.9,9.2,3.20,,affelje01
177,Josh Fogg,31,CIN,NL,-1.6,2,7,.222,7.58,22,14,3,0,0,0,78.1,97,69,66,17,27,1,45,6,0,1,362,58,6.07,1.583,11.1,2.0,3.1,5.2,1.67,,foggjo01
178,Jason Hammel,25,TBR,AL,0.1,4,4,.500,4.60,40,5,21,0,0,2,78.1,83,45,40,11,35,4,44,2,0,7,346,96,5.25,1.506,9.5,1.3,4.0,5.1,1.26,,hammeja01
179,Heath Bell,30,SDP,NL,0.8,6,6,.500,3.58,74,0,8,0,0,0,78.0,66,31,31,5,28,4,71,3,0,2,324,106,3.34,1.205,7.6,0.6,3.2,8.2,2.54,,bellhe01
180,Mike Hampton*,35,ATL,NL,0.1,3,4,.429,4.85,13,13,0,0,0,0,78.0,83,45,42,10,28,6,38,1,0,0,331,86,4.94,1.423,9.6,1.2,3.2,4.4,1.36,,hamptmi01
181,Matt Guerrier,29,MIN,AL,-0.6,6,9,.400,5.19,76,0,15,0,0,1,76.1,84,47,44,12,37,9,59,0,0,2,344,81,5.08,1.585,9.9,1.4,4.4,7.0,1.59,,guerrma02
182,Rafael Pérez*,26,CLE,AL,1.0,4,4,.500,3.54,73,0,14,0,0,2,76.1,67,32,30,8,23,3,86,2,0,3,313,120,3.22,1.179,7.9,0.9,2.7,10.1,3.74,,perezra01
183,Clay Buchholz,23,BOS,AL,-1.2,2,9,.182,6.75,16,15,0,1,0,0,76.0,93,63,57,11,41,1,72,2,1,2,357,69,4.82,1.763,11.0,1.3,4.9,8.5,1.76,,buchhcl01
184,John Grabow*,29,PIT,NL,1.9,6,3,.667,2.84,74,0,18,0,0,4,76.0,60,25,24,9,37,2,62,1,2,4,322,147,4.54,1.276,7.1,1.1,4.4,7.3,1.68,,grabojo02
185,Aaron Heilman,29,NYM,NL,-0.8,3,8,.273,5.21,78,0,23,0,0,3,76.0,75,48,44,10,46,8,80,9,0,2,356,81,4.91,1.592,8.9,1.2,5.4,9.5,1.74,,heilmaa01
186,Francisco Liriano*,24,MIN,AL,0.5,6,4,.600,3.91,14,14,0,0,0,0,76.0,74,40,33,7,32,1,67,1,0,3,329,108,3.87,1.395,8.8,0.8,3.8,7.9,2.09,,liriafr01
187,Kyle McClellan,24,STL,NL,0.1,2,7,.222,4.04,68,0,7,0,0,1,75.2,79,37,34,7,26,2,59,4,0,6,327,105,3.96,1.388,9.4,0.8,3.1,7.0,2.27,,mccleky01
188,Luis Ayala,30,2TM,NL,-1.3,2,10,.167,5.71,81,0,25,0,0,9,75.2,86,53,48,9,24,4,50,4,0,1,335,76,4.47,1.454,10.2,1.1,2.9,5.9,2.08,,ayalalu01
188,Luis Ayala,30,WSN,NL,-1.0,1,8,.111,5.77,62,0,12,0,0,0,57.2,63,41,37,6,22,4,36,4,0,1,257,75,4.59,1.474,9.8,0.9,3.4,5.6,1.64,,ayalalu01
188,Luis Ayala,30,NYM,NL,-0.3,1,2,.333,5.50,19,0,13,0,0,9,18.0,23,12,11,3,2,0,14,0,0,0,78,78,4.08,1.389,11.5,1.5,1.0,7.0,7.00,,ayalalu01
189,Jason Grilli,31,2TM,2LG,1.8,3,3,.500,3.00,60,0,16,0,0,1,75.0,67,27,25,2,38,7,69,2,0,4,323,156,3.24,1.400,8.0,0.2,4.6,8.3,1.82,,grillja01
189,Jason Grilli,31,DET,AL,0.3,0,1,.000,3.29,9,0,4,0,0,0,13.2,12,5,5,1,7,1,10,1,0,1,59,138,4.38,1.390,7.9,0.7,4.6,6.6,1.43,,grillja01
189,Jason Grilli,31,COL,NL,1.5,3,2,.600,2.93,51,0,12,0,0,1,61.1,55,22,20,1,31,6,59,1,0,3,264,160,2.99,1.402,8.1,0.1,4.5,8.7,1.90,,grillja01
190,Charlie Morton,24,ATL,NL,-1.1,4,8,.333,6.15,16,15,0,0,0,0,74.2,80,56,51,9,41,2,48,2,0,2,345,68,5.14,1.621,9.6,1.1,4.9,5.8,1.17,,mortoch02
191,Manny Delcarmen,26,BOS,AL,1.7,1,2,.333,3.27,73,0,16,0,0,2,74.1,55,28,27,5,28,1,72,3,0,0,307,142,3.32,1.117,6.7,0.6,3.4,8.7,2.57,,delcama01
192,Chad Qualls,29,ARI,NL,1.8,4,8,.333,2.81,77,0,21,0,0,9,73.2,61,29,23,4,18,2,71,3,0,6,300,164,2.77,1.072,7.5,0.5,2.2,8.7,3.94,,quallch01
193,Tyler Yates,30,PIT,NL,0.1,6,3,.667,4.66,72,0,16,0,0,1,73.1,72,39,38,6,41,4,63,2,0,5,331,90,4.24,1.541,8.8,0.7,5.0,7.7,1.54,,yatesty01
194,Roy Corcoran,28,SEA,AL,0.8,6,2,.750,3.22,50,0,13,0,0,3,72.2,65,31,26,1,36,4,39,2,0,3,316,132,3.81,1.390,8.1,0.1,4.5,4.8,1.08,,corcoro01
195,Tony Peña,26,ARI,NL,0.6,3,2,.600,4.33,72,0,20,0,0,3,72.2,80,38,35,5,17,5,52,3,0,4,313,107,3.42,1.335,9.9,0.6,2.1,6.4,3.06,,penato03
196,Blaine Boyer,26,ATL,NL,-1.2,2,6,.250,5.88,76,0,18,0,0,1,72.0,73,51,47,10,25,4,67,2,0,2,313,71,4.20,1.361,9.1,1.3,3.1,8.4,2.68,,boyerbl01
197,Darren Oliver*,37,LAA,AL,1.8,7,1,.875,2.88,54,0,9,0,0,0,72.0,67,24,23,5,16,2,48,4,0,3,291,155,3.53,1.153,8.4,0.6,2.0,6.0,3.00,,oliveda02
198,José Valverde,30,HOU,NL,1.3,6,3,.667,3.38,74,0,71,0,0,44,72.0,62,28,27,10,23,6,83,2,2,3,303,125,3.67,1.181,7.8,1.3,2.9,10.4,3.61,MVP-24,valvejo01
199,Dallas Braden*,24,OAK,AL,0.5,5,4,.556,4.14,19,10,7,0,0,0,71.2,77,36,33,8,25,2,41,2,1,0,301,99,4.57,1.423,9.7,1.0,3.1,5.1,1.64,,bradeda01
200,Lance Cormier,27,BAL,AL,0.5,3,3,.500,4.02,45,1,10,0,0,1,71.2,78,36,32,4,34,3,46,1,1,2,319,111,4.04,1.563,9.8,0.5,4.3,5.8,1.35,,cormila01
201,Dustin Nippert,27,TEX,AL,-0.5,3,5,.375,6.40,20,6,6,0,0,0,71.2,92,52,51,10,37,3,55,1,1,1,341,70,5.00,1.800,11.6,1.3,4.6,6.9,1.49,,nippedu01
202,Ramón Ramírez,26,KCR,AL,2.4,3,2,.600,2.64,71,0,15,0,0,1,71.2,57,23,21,2,31,6,70,0,1,6,295,164,2.84,1.228,7.2,0.3,3.9,8.8,2.26,,ramirra02
203,Jon Rauch,29,2TM,NL,0.7,4,8,.333,4.14,74,0,51,0,0,18,71.2,69,36,33,11,16,2,66,0,0,1,295,107,3.96,1.186,8.7,1.4,2.0,8.3,4.13,,rauchjo01
203,Jon Rauch,29,WSN,NL,1.2,4,2,.667,2.98,48,0,41,0,0,17,48.1,42,18,16,5,7,1,44,0,0,0,192,145,3.09,1.014,7.8,0.9,1.3,8.2,6.29,,rauchjo01
203,Jon Rauch,29,ARI,NL,-0.5,0,6,.000,6.56,26,0,10,0,0,1,23.1,27,18,17,6,9,1,22,0,0,1,103,71,5.75,1.543,10.4,2.3,3.5,8.5,2.44,,rauchjo01
204,Jeremy Bonderman,25,DET,AL,1.0,3,4,.429,4.29,12,12,0,0,0,0,71.1,75,39,34,9,36,2,44,3,0,1,319,104,5.18,1.556,9.5,1.1,4.5,5.6,1.22,,bondeje01
205,Cory Wade,25,LAD,NL,1.6,2,1,.667,2.27,55,0,21,0,0,0,71.1,51,22,18,7,15,3,51,4,0,2,275,184,3.78,0.925,6.4,0.9,1.9,6.4,3.40,,wadeco01
206,Rafael Betancourt,33,CLE,AL,-0.5,3,4,.429,5.07,69,0,20,0,0,4,71.0,76,41,40,11,25,5,64,0,0,2,309,84,4.40,1.423,9.6,1.4,3.2,8.1,2.56,,betanra01
207,Jesús Colomé,30,WSN,NL,0.3,2,2,.500,4.31,61,0,25,0,0,0,71.0,61,38,34,6,39,4,55,4,0,7,312,100,4.50,1.408,7.7,0.8,4.9,7.0,1.41,,colomje01
208,Scott Downs*,32,TOR,AL,2.8,0,3,.000,1.78,66,0,14,0,0,5,70.2,54,15,14,3,27,7,57,4,0,3,290,238,3.39,1.146,6.9,0.4,3.4,7.3,2.11,,downssc01
209,Bob Howry,34,CHC,NL,-0.1,7,5,.583,5.35,72,0,27,0,0,1,70.2,90,44,42,13,13,5,59,2,0,0,311,86,4.49,1.458,11.5,1.7,1.7,7.5,4.54,,howrybo01
210,Mariano Rivera,38,NYY,AL,4.3,6,5,.545,1.40,64,0,60,0,0,39,70.2,41,11,11,4,6,0,77,2,0,1,259,316,2.03,0.665,5.2,0.5,0.8,9.8,12.83,ASCYA-5,riverma01
211,Francisco Cordero,33,CIN,NL,1.6,5,4,.556,3.33,72,0,63,0,0,34,70.1,61,28,26,6,38,3,78,3,0,3,307,132,3.77,1.408,7.8,0.8,4.9,10.0,2.05,,cordefr01
212,Mike Lincoln,33,CIN,NL,0.4,2,5,.286,4.48,64,0,12,0,0,0,70.1,66,37,35,10,24,1,57,3,0,3,297,98,4.51,1.280,8.4,1.3,3.1,7.3,2.38,,lincomi01
213,Cla Meredith,25,SDP,NL,0.1,0,3,.000,4.09,73,0,19,0,0,0,70.1,79,34,32,6,24,3,49,1,0,2,302,93,3.91,1.464,10.1,0.8,3.1,6.3,2.04,,meredcl01
214,Huston Street,24,OAK,AL,0.6,7,5,.583,3.73,63,0,37,0,0,18,70.0,58,29,29,6,27,6,69,1,0,2,287,110,3.47,1.214,7.5,0.8,3.5,8.9,2.56,,streehu01
215,Brett Tomko,35,2TM,2LG,-0.4,2,7,.222,6.30,22,10,3,0,0,0,70.0,83,51,49,11,18,2,49,0,0,4,307,68,4.55,1.443,10.7,1.4,2.3,6.3,2.72,,tomkobr01
215,Brett Tomko,35,KCR,AL,-0.6,2,7,.222,6.97,16,10,1,0,0,0,60.2,80,49,47,11,13,0,40,0,0,4,271,62,4.81,1.533,11.9,1.6,1.9,5.9,3.08,,tomkobr01
215,Brett Tomko,35,SDP,NL,0.2,0,0,,1.93,6,0,2,0,0,0,9.1,3,2,2,0,5,2,9,0,0,0,36,205,2.81,0.857,2.9,0.0,4.8,8.7,1.80,,tomkobr01
216,Brad Lidge,31,PHI,NL,2.4,2,0,1.000,1.95,72,0,61,0,0,41,69.1,50,17,15,2,35,4,92,1,0,5,292,224,2.41,1.226,6.5,0.3,4.5,11.9,2.63,ASCYA-4MVP-8,lidgebr01
