"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Wakefield, Tim","123801","73.5",,,,,"59.5",,"65.5",,
"Beckett, Josh","277417","95.3","95.1","92.4",,"89.4","77.6",,,,
"Suppan, Jeff","122987","87.6","87.8","84.2",,"81.1","72.9",,,,
"Eveland, Dana","445968","91.2","90.3",,"82.7","83.6","78.3","79.9",,,
"Marquis, Jason","150302",,"90.8",,"83.7","83.6",,,,,
"Backe, Brandon","407840","90.3","90.3","87.9","82.5","81","74.2",,,,
"Perez, Odalis","136602","89.4","88.8",,"85.2","83.2","77.6",,,,
"Washburn, Jarrod","132220","88.2","87.6","86.6","77.4","81.4","73.4",,,,
"Kendrick, Kyle","452718","90.3","90","84.3","80.8","81",,,,,
"Johnson, Randy","116615","92","91.4",,"85.2",,,"85.1",,,
"Parra, Manny","448159","93.3","88.4",,,,"77","85.2",,,
"Maine, John","429720","93.1","92.7",,"84.8","84.6",,,,,
"Byrd, Paul","111838","86.6","85.8",,"80.5","79.2","74.9",,,,
"Maddux, Greg","118120","84.5","84.7","83.8",,"79.3","71.4",,,,
"Slowey, Kevin","458713","90.7","90.6",,"86.5","83.5","74.8",,,,
"Campillo, Jorge","435658","86.1","86","83.7","81.7","75.1","70.8",,,,
"Millwood, Kevin","119154","91.1","91.4","89","85.5","83.8","73.2","84",,,
"Silva, Carlos","400067","90.5","90.7",,"81.6","81.5",,,,,
"Litsch, Jesse","446209","91.1","90.1","90.6","85.9","82.1","77.5",,,,
"Davis, Doug","150277","85.4","86.8","83.5","69.9","78.9","69.9",,,,
"Robertson, Nate","425146","89.3","88.6","88.6","82.1","81.9","80.9",,,,
"Feldman, Scott","444857","91.1","91.4","90",,"83.6","76.6",,,,
"Perkins, Glen","450282","91.5","91.2",,"83","83.9","77.5",,,,
"Lackey, John","407793","91.8","91.7","83.5","82","83.6","79.5",,,,
"Francis, Jeff","433585","87.2","88",,,"79.9","71.5",,,,
"Olson, Garrett","457796","89.2","89.3",,"81","82",,,,,
"Harden, Rich","425848","92.5","89.5",,"85.2","85.2",,,,,
"Bergmann, Jason","456589","90.9","90.1",,"85.8","87","77.1",,,,
"Moehler, Brian","119215","88.8","89.4","85.3",,"81.1","78.5",,,,
"Marcum, Shaun","451788","87.7","87.7","85.5","81.2","82.1","75.5",,,,
"Pineiro, Joel","334492","90","90",,"85.7","84","77.9",,,,
"Baek, Cha Seung","430657","92.3","91.7",,"86.6","80.2","76.1",,,,
"Hendrickson, Mark","424805","88.4","86.4","86.7",,"81.3","73.3",,,,
"De La Rosa, Jorge","407822","93.9",,,"84.4",,"73.9","84.7",,,
"Rodriguez, Wandy","434643","89.8","89.6","89.9",,"83.8","76.3",,,,
"Burres, Brian","434638","88.8","88.3",,"81.7","81.4","71.8",,,,
"Ponson, Sidney","132260","92.5","92",,"82.5","84.9","76.6",,,,
"Gallagher, Sean","451595","92.9",,,"84","82.1","74.7",,,,
"Batista, Miguel","110683","92.3","92.2","90.6","86.8","82.6","75.4",,,,
"Hochevar, Luke","460024","91.4","91",,"83.5","82.9","76.5",,,,
"Duchscherer, Justin","407113","86.3","86",,"81.8","80.2","70.1",,,,
"Hernandez, Roberto","433584","93.4","93.4",,"83.7","86.3",,,,,
"Hudson, Tim","218596","90.9","90.9","86.3","80.3",,"74.5","81.1",,,
"Sowers, Jeremy","460265","90.4","89.7",,,"83.4","81.3",,,,
"Miner, Zach","435261","91","91.2",,"84.8","81","74.3",,,,
"Reyes, Jo-Jo","457456","91.3","91.5",,"81.8","82.5","73.4",,,,
"Rowland-Smith, Ryan","434884","89.2","89.2",,"77.1","79.8","71.2",,,,
"Contreras, Jose","425747","92","91.8",,"85.8",,,"77.2",,,
"Bonser, Boof","425818","93.4","90.9",,"86.9","83.3","80.4",,,,
"Gorzelanny, Tom","452733","90.1","89.5",,"78","83.6",,,,,
"Correia, Kevin","429781","89.3","89.3","89.1","83.5","83.2","73.6",,,,
"Davies, Kyle","434678","92.2","92.3","87.3",,"83.4","77.6",,,,
"Martínez, Pedro","118377","89.1","87.1",,"82.8","76.7","72.4",,,,
"Wainwright, Adam","425794","90.3","91.3","85",,"81.6","74.1",,,,
"Dickey, R.A.","285079","85.8",,,,,"67.5",,"73.9",,
"Miller, Andrew","453192","92.4","90.7",,"77.7","83.9",,,,,
"Rasner, Darrell","434480","89.3","88.6","86.8",,"84.3","74.3",,,,
"Kershaw, Clayton","477132","95",,,"83.9","86.4","74",,,,
"Eaton, Adam","284566","89.4","90","88","79","83","73.9",,,,
"Villanueva, Carlos","453646","88.9","88.3",,"83.4","82.8","74.7",,,,
"McClung, Seth","425528","94.2","92.4",,"84.5","85.5","77.2",,,,
"Owings, Micah","452249","89.1","88.7","88.4","82.3","80",,,,,
"Chamberlain, Joba","501955","95.9","94.5",,"85.7","82.3","77.5",,,,
"Penny, Brad","207267","94.4","92.5","91.7",,"70.6","77.5","86.5",,,
"Sampson, Chris","448200","88.6","88.4",,"83.8","81.7","77.2",,,,
"Park, Chan Ho","120221","93.2","93.5",,"85.6","84.3","77.9",,,,
"Bennett, Jeff","430831","92.3","92.4",,"85.3","85.5","82.1",,,,
"Young, Chris","432934","88.1",,,"79.3","79.6","70.7",,,,
"Liz, Radhames","467785","94.5","93.7",,"82.5","86.3",,,,,
"Howell, J.P.","434442","86.8","87.3",,"80.8","80.6","81.4",,,,
"Rupe, Josh","434666","92.6","92.1",,"83.7","82.5","71.6",,,,
"Marmol, Carlos","461791","94.7","92.3",,"82.6",,"73.8",,,,
"Hanrahan, Joel","430629","96","93.1",,"86","85.8",,,,,
"Laffey, Aaron","444836","87.5","85.9",,"78.7","81",,,,,
"Sarfate, Dennis","430610","95.3",,"93.5",,"84.6","79.3",,,,
"Wright, Jamey","124604","90.3","92.5","89.5",,"85.8","79",,,,
"Johnson, Josh","435178","94.1","94",,"87.2","88.4",,,,,
"McGowan, Dustin","430661","96.1","94.6",,"88.8","87","81.6",,,,
"Heilman, Aaron","408310","95.3","93.9",,"84.8","84.2","82.9",,,,
"Rivera, Saul","346800","89.6",,"86.9","84.7",,,,,,
"Masterson, Justin","475416","91.9","89.6",,"81.9","83.4",,,,,
"Durbin, Chad","239795","90.9","90.7","87.3",,"81.8","77.3","86.2",,,
"Harrison, Matt","457448","91.1","90.3","84.7",,"80.9","76.8",,,,
"Fogg, Josh","150319","87.3","88.1","85.2","79.2","81.7",,,,,
"Rusch, Glendon","121556","89.7","89.7",,"82.2","81.5","74.8",,,,
"Buchholz, Clay","453329","93.7","92.5",,"82.7","78.7","77.5",,,,
"Wang, Chien-Ming","425426",,"92.4",,"87.1",,,"84.4",,,
"Bedard, Erik","407853","91.7","92.4","89.6",,"79.9","77.5",,,,
"Balester, Collin","444446","92","92",,,"84.5","75.6",,,,
"Green, Sean","434958","87.9","89.9",,,"79.9","76.4",,,,
"Dumatrait, Phil","430597","90.2","91.3",,"81.2","82.1",,,,,
"Nippert, Dustin","430962","94.4","93.4","91.2","84.5","84.7","77.7",,,,
"Chacon, Shawn","276336","89.3","88.3",,"82.8","80.7","75.5",,,,
"Morton, Charlie","450203","92.2","90.2",,"83.5","80.8","75.3",,,,
"Bass, Brian","430654","91.8","92.4",,"86.2","85.5","78.3",,,,
"Volstad, Chris","458690","90.9","91",,"82.4","83.6","79.5",,,,
"Affeldt, Jeremy","346793","95.8","95",,,"88","79.7",,,,
"Gaudin, Chad","429985","90.8","90.6",,"80.9","86.8",,,,,
"Banks, Josh","457468","87.3","88.9",,"78.1","76.2","70.8",,,,
"Guerrier, Matt","407825","92.2","91.7","86.8",,"84.4","80.2",,,,
"Bell, Heath","425514","94.5","94",,,"85.4","83",,,,
"Torres, Salomon","123415","92.6","93",,,"86.4","80.7",,,,
"Franklin, Ryan","211041","91.6","92.3","91.4","86.3","86","77.5","85.9","77.5",,
"Boyer, Blaine","430641","94.6","94.3",,"84.7","84.8","76.5",,,,
"Grilli, Jason","276351","93","92.7",,"84.7","84.3",,,,,
"Ayala, Luis","425646","92.1","91.6",,"86","85.5","79.6",,,,
"Tomko, Brett","123387","93.5","91.7",,"83.6","84.6","75.8",,,,
"Madson, Ryan","425492","93.4","92.1","91","77.9","81.8",,,,,
"Liriano, Francisco","434538","91.3","91.2",,"83.9","82.3",,,,,
"Lidge, Brad","400058","92.2","92.7",,"84.7",,,,,,
"Cordero, Francisco","150188","95.6",,,"88","87","87.1",,,,
"Delcarmen, Manny","434668","96.5","95.6",,,"84.2","78.4",,,,
"Gregg, Kevin","276514","93.4","92.8","84.5","82.9",,"83.7","85.6",,,
"McClellan, Kyle","449072","93","93.3",,"89","85.3","76.7",,,,
"Lowe, Mark","450275","95.2","95.7",,"85.7","86.3",,,,,
"Valverde, Jose","407878","96.3","93.6",,,,,"84.7",,,
"Kuo, Hung-Chih","425539","94.4","92.4",,"85.3","85.4","76.5",,,,
"López, Aquilino","425658","91.2","89.3",,"79.6","85",,"85.6",,,
"Corpas, Manny","466918","92.5","92.7",,"81.2",,,,,,
"Hammel, Jason","434628","92.8","92.6",,"85","84.8","75.5",,,,
"Hampton, Mike","115399","89","84.3","85.9",,"79.3","75.7",,,,
"Yates, Tyler","407884","95.9","95.8",,"90.4",,,,,,
"Weathers, David","124000","88","87.9","87.2","82.6","83.7",,,,,
"Dotel, Octavio","136734","93.5",,"92","82.5",,"78.1",,,,
"Betancourt, Rafael","429783","92.6",,"92.2","82.5","84.3",,,,,
"Broxton, Jonathan","455009","97.6","97.4","96.4","88.7","90.4",,,,,
"Grabow, John","346848","91",,,"85.2","83.9",,,,,
"Wilson, Brian","451216","96.3","95.8",,"87.9","88.8","81.8",,,,
"Cormier, Lance","433578",,"90.3","89.9",,,"78.2",,,,
"Colome, Jesus","400125","95.9","95.5",,"88.4","89.8",,,,,
"Lincoln, Mike","150221",,"91.5","89.5",,"83.7","77.3",,,,
"Rauch, Jon","400010","92.8","90.9","91.7","84.5","86.1","75.5",,,,
"Perez, Rafael","460370","90.4",,"89.5","85.2","83.2","83.1",,,,
"Braden, Dallas","460284","88.7","88","88.4",,"74.5","77.8",,,,
"Pinto, Renyel","430594","90.4","90.2",,"79.2","81.5",,,,,
"Rodríguez, Francisco","408061","92.8",,,,"85.1","80.3",,,,
"Speier, Justin","133221","90.1","90.8","85.9","81.7","83.9",,,,,
"Howry, Bob","133982","92.1","92",,"84.1","83.7",,,,,
"Lewis, Jensen","460029","89.6",,"87.8","81.3","83",,,,,
"Pena, Ramon","430963","94.8","96.2",,"87.8","87.5",,,,,
"Ramirez, Ramon E","430673","93.6","94.1",,"87.9","88.8",,,,,
"Purcey, David","453515","91.8","90.9",,"84.7","83.7","75.3",,,,
"Francisco, Frank","407911","95.6","95.3",,"85.5",,"79.1","86.9",,,
"Yabu, Keiichi","435158","90.5","90.9","88.9","84.2","84.2","76.1",,,,
"Glavine, Tom","114849","82.2","83","79.2","74","76.5","66.4",,,,
"Fuentes, Brian","150118",,"92.6",,"77.6","73.2",,,,,
"Ledezma, Wilfredo","425656","94.3","85.1",,"83.2","83.2","80.3",,,,
"Corcoran, Roy","429981","92.2","92.3",,"83.1","85.1",,,,,
"Morrow, Brandon","453344","96.2",,,"85.7",,"80.9","86.3",,,
"Brocail, Doug","111492","92.5","92.1","88.8",,"86.9","77.8",,,,
"Marte, Damaso","150122","93.5","93.5",,"83.4","85.4",,,,,
"Street, Huston","434718",,"90.3",,"84.1","80.4",,,,,
"Waters, Chris","425561","88.5","88.3",,"80.5","81.5","75.9",,,,
"Mendoza, Luis","434669","93.4","92",,"81.8","83.3","76.4",,,,
"Bautista, Denny","429714","94","94",,"87.9","87.7","82.9",,,,
"Mahay, Ron","118158","91.2",,,"82.5","84.3",,,,,
"Bonderman, Jeremy","425827","91.8","91.2",,"83.7","84.4",,,,,
"Oliver, Darren","119984","89.9","90.2",,"78.6","84.5",,,,,
"Nathan, Joe","150274","94.2","94.5","93.6","89.1","89","81.3",,,,
"Shields, Scot","276912","92.5","92.9",,,,"81.1",,,,
"Meredith, Cla","448592","86","84.9",,"77.4","77",,,,,
"Qualls, Chad","430589","92.9","93.6",,"87.3",,,,,,
"Wade, Cory","460677","90.1","90.1","89.1","80.5","82.1","74.9",,,,
"Soria, Joakim","465657","91.7","92.7","91.3","79.5","84.6","69.1",,,,
"Wood, Kerry","134268","96.1",,,"91",,"82.7",,,,
"Papelbon, Jonathan","449097","96.2","93.8","95.6","87.5",,,"90.3",,,
"Herges, Matt","150382","89.6","88.8",,,"81.1","74.9",,,,
"Thornton, Matt","407819","96.3","95.9","89.3","85.3",,,,,,
"Balfour, Grant","346797","95.5","95.6","96.4","88.3","88.9","82.2",,,,
"Marshall, Sean","445156","89.1","88.3",,"86.2","84.9","72.6",,,,
"Embree, Alan","113833","93.4",,,"81","86.6",,,,,
"Crain, Jesse","430884","95.3","94.9",,"90.1","90.5","77.6",,,,
"Gabbard, Kason","451257",,"87.4",,,"80.8","77.3",,,,
"Okajima, Hideki","506606","88.9",,"88.2",,,"76.6","84",,,
"Romero, J.C.","240694","90.1","91.4",,"79.4","79.5",,,,,
"Johnson, Jim","462382","94.4","94.5",,,"87","79",,,,
"Tavarez, Julian","123118","90","91.2","86.2","81.4","84.3",,,,,
"Ryan, B.J.","124805","89.9",,"88.3","83.2",,,,,,
"Downs, Scott","275933","89.1","90.8",,"84",,"76.2",,,,
"Adams, Mike","430606","93","92.9",,"89.1","86","80.7",,,,
"Wright, Wesley","449079","91.9","91.1",,"84.5","83.9","78.2",,,,
"Veras, Jose","407842",,"95.8",,"79.4",,"79","87.4",,,
"Smith, Joe","501925","90.5","90.1",,"80.8","80.6",,,,,
"Hill, Shawn","429718","90.6","90.5",,"80.1","82.3","77.7",,,,
"Carlyle, Buddy","234194","91.1","90.1",,"86.5","81.8","75.2",,,,
"Farnsworth, Kyle","150035","96","92.1","91.1","86","87.1",,,,,
"Condrey, Clay","424925","90.6","90.5","89","84.5","82.7",,,,,
"Rivera, Mariano","121250","93.9",,"93.5",,,,,,,
"Mota, Guillermo","150407","94.5","95.3",,"86.4","85.8",,,,,
"Kensing, Logan","434137","93.2","92.9",,"85.4","86.1","80.7",,,,
"Geary, Geoff","407783","92.1","92.2",,"82","85.3",,"89",,,
"Lyon, Brandon","407193","92.6","93.3","90.5",,"85.8","75.6",,,,
"Waechter, Doug","425531","91.3","90.5",,"85.1","84.1",,,,,
"Thompson, Brad","433581",,"89",,"80","82.2","77.3",,,,
"Wheeler, Dan","235095","89.4","89.7","87.9","81",,"78.4","84.5",,,
"Cruz, Juan","407297","95.3",,"85.2","81","84",,,,,
"Villone, Ron","123725","91.1","90.7",,"84.2","84.2",,,,,
"Ohman, Will","349193","90.5","90.2",,"81.6","84.1",,,,,
"Ohlendorf, Ross","456027","94.4","94.3",,"83.4","84.6",,,,,
"Sanchez, Duaner","400093","90.7","89.9","86.3",,"80.4","79.2",,,,
"Arredondo, Jose","461766","94.5",,,"86.4",,,"85.5",,,
"Hawkins, LaTroy","115629","93.9","93.4",,"88.3","85.6","81",,,,
"Guardado, Eddie","115216","83.8","86.6",,"79.4","78.8","72.6",,,,
"Seay, Bobby","150144","91.2","91.4",,"79.8",,,,,,
"López, Javier","425657",,"88.6",,"79.1","80.6","76.1",,,,
"Reynolds, Greg","453353","91.4","90.4",,"83.7","83.5","80.4",,,,
"Aardsma, David","430911","95.5","94.1","94.7","84.7",,,"88",,,
"Nelson, Joe","406874","89.9","84.8","86","73.7","79.2",,,,,
"Rincon, Juan","346799","92.9","92.7",,"85.6","86.5",,,,,
"Glover, Gary","150474","93.9","93.1",,"87.3","85.7","78.3",,,,
"Burton, Jared","454537","92.8","92.7","91.7","86.6","88.1",,,,,
"Byrdak, Tim","136263","90.6","90.3",,"82.6","83.4",,,,,
"Masset, Nick","434665","93","92.5","89.7","82",,,"88.4",,,
"Tallet, Brian","425226","89.9","91.5",,"87.9","83.2","81.5",,,,
"Scherzer, Max","453286","95.1",,,"85.2","85.5",,,,,
"Jackson, Zach","435638","89.4","88.4","85.9",,"82.6","75.9",,,,
"Osoria, Franquelis","434701","89.2","89.7",,"78.4","83.8",,,,,
"Taschner, Jack","435620","91.6","91","87.4","84.6","84.1",,,,,
"Burnett, Sean","430634","91.7","90.7","90.2","81.2","83.5",,,,,
"Sherrill, George","430941","90",,"88.1","77",,,,,,
"Ramirez, Edwar","469735","90.4","89.9",,"82.8","79.7",,,,,
"Wilson, C.J.","450351","93.6","94.2","93.1","83.7","84.8","79.4",,,,
"Schoeneweis, Scott","150011","88.7","89.5","90","81.4",,,,,,
"Sánchez, Aníbal","434671","90.8","90.3","91.3","80.5",,"73.1","83.7",,,
"Springer, Russ","122620","92.2","92.7",,"86.3",,"77.4",,,,
"Casilla, Santiago","433586","95.3","95",,"88","88.9",,,,,
"Kobayashi, Masa","493131","91.1","90.9",,"85.9","85.1",,"86",,,
"Buchholz, Taylor","430587","93.1","93.3",,,"84.4","81.7",,,,
"Moseley, Dustin","400291","89.8","89.9","90.2",,"82","77",,,,
"Petit, Yusmeiro","433589","87.8",,"87.3","82","79.1","74.7",,,,
"Walker, Tyler","400104","92.1","92.3","92.2","83.4","82.4",,,,,
"Peralta, Joel","407908","91.8",,"87.2",,,"79.8","82",,,
"Frasor, Jason","430630","94.9","93.6",,"84.2","86.8",,,,,
"Saito, Takashi","493416","93.2","92.7",,"83.3",,"78.6",,,,
"Benoit, Joaquín","276542","92.9","93",,"88.1","84",,,,,
"Karstens, Jeff","444371","89.8","90.3","83.2","80.5","79.6","73.7",,,,
"Lindstrom, Matt","434637","97.5","96.7",,"83.8","87.8",,,,,
"Ziegler, Brad","446899","85.5","85.7",,,"76","72.3","84.9",,,
"Acosta, Manny","407924","94.7","95",,"81.5","87.2",,,,,
"Feliciano, Pedro","408230","86.7","87.1",,"81.8","74.6","77.1",,,,
"Putz, J.J.","407816","95.7","96",,"87.2",,"76.6","86.5",,,
"Hansen, Craig","475022","95.9","93.7","95","86.8","89.5",,,,,
