"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Collmenter, Josh","518567","87.8",,"88.1",,"78.6","72",,,,
"Phelps, David","475479","90.6","90.3",,"85.8","82.7","80.6",,,,
"Swarzak, Anthony","461872","92.8","92.5",,"82.6","84.1",,,,,
"Peacock, Brad","502748","93.2",,,"87.1","81","76.1",,,"87.5",
"Slowey, Kevin","458713","89.8","89.7",,"80.3","83.9","73.7",,,,
"Maurer, Brandon","543506","94.6","92.7",,"87.2","85.8","75.5",,,,
"Johnson, Josh","435178","93.6","93.5",,"86.7","89.2","79.7",,,,
"Alvarez, Henderson","506693","94.1","93",,"82.6","86.5","71.8",,,,
"Ramos, AJ","573109","93.9","94.1","92.1","82.4","85.3","78.4",,,,
"Gorzelanny, Tom","452733","91.6","91.7",,"81.1","85.5",,,,,
"Torres, Carlos","448614","91.2","89.9","89",,"84.7","78.6",,,,
"Simon, Alfredo","430580","94.7","95.3","90.4",,,"78.6","86.2",,,
"Wood, Alex","622072","93.7","92.2",,,"84.9","79.9",,,,
"Warren, Adam","476589","93.7","92.9","93.2","85.9","84.4","80.3",,,,
"Rosenthal, Trevor","572096","98","97.6",,"90.1","88.7","81.4",,,,
"Redmond, Todd","445170","90.6","91.2",,"82.1","82.7",,,,,
"Smyly, Drew","592767","91.9","91.5","85.7",,,"79.2",,,,
"Ottavino, Adam","493603","92","91.9",,,"85.6",,,,"82.7",
"Ramírez, Erasmo","541640","93","92.7",,"86.6","80.9","78",,,,
"Hunter, Tommy","488984","96.9","96.6","92.3",,"89","82.2",,,,
"Stammen, Craig","489334","92.1","92.2","86.4","86.5","86.7","81.1",,,,
"Arrieta, Jake","453562","94.7","94.5","94.2","89.9","87","81",,,,
"Frieri, Ernesto","457117","94.9","95.2",,"86.1","87.5",,,,,
"Hanson, Tommy","462102","90.2",,,"80.5","81.6","73.1",,,,
"Francis, Jeff","433585","85.6","86.3",,,"78.9","69.1",,,,
"Jansen, Kenley","445276","94.3",,"92.9","82.5",,,,,,
"Jones, Nate","518858","98","98.3",,"88.3","88.1","81",,,,
"Shaw, Bryan","543766","91.5",,"93.8",,"83.6","80.2",,,"81.3",
"Marcum, Shaun","451788","85.6","85.8","83.7","79.6","79.9","72.4",,,,
"Lannan, John","458709","88.3","88.6",,"81.1","84.2","72.6",,,,
"McFarland, T.J.","519008","89.2","88.9",,"80.5","82.7",,,,,
"Rodney, Fernando","407845","98","96.9",,,"85",,,,,
"Pressly, Ryan","519151","93.8","94.2",,"86.9","88","81.3",,,,
"Gómez, Jeanmar","491646","90.6","91.3",,"83.9","82.8","76.5",,,,
"Webb, Ryan","444436",,"92.9",,"82.3","83.4",,,,,
"Wilson, Justin","458677","96","95.6","91.2",,"87.7","78.8",,,,
"De La Rosa, Dane","451773","95.3",,"94.6","82.2","85.1",,"88",,,
"Figaro, Alfredo","451628","95.8","96.6",,"82.4","86.3",,,,,
"Dunn, Mike","445197","95","95",,"87.9",,"76.2",,,,
"Allen, Cody","592102","96.1",,,,,"85.3",,,,
"Mazzaro, Vin","476570","94.1","93.7",,"87.4","88.1",,,,,
"Peralta, Joel","407908","90.7",,,,,"78.8","81.7",,,
"Axford, John","446099","96",,,"83.3",,"79.6",,,,
"Clippard, Tyler","461325","92.7",,"85","76.4","80.6","76.3","82.4",,,
"Clemens, Paul","518560","93.7","92.3",,,"84.6","77.6",,,,
"Reed, Addison","592665","93.5","93.3","92.1","84.2","84.4",,,,,
"Garcia, Freddy","150119","87.7","88",,"79.6","81.3","72.8","79.6",,,
"Cook, Ryan","475857","95.7","95",,"85.1","87.6",,,,,
"Balfour, Grant","346797","94","94.3","93.4","86.6","87.9","82.7",,,,
"Soriano, Rafael","400089","92","92.3","90.9","84.6",,,,,,
"McGee, Jake","459429","96.8","97.1",,"87.2",,,,,,
"Thayer, Dale","445612","93.5","92.9",,"82.2","84.9",,,,,
"Stauffer, Tim","431162","92.6","91.8",,"87.1","81.8","74.1",,,,
"Bell, Heath","425514","93.8","93.8",,,"83.2","81.8",,,,
"Furbush, Charlie","518703","92.7","92.3",,"81.1","86.7","77.7",,,,
"Hoover, J.J.","543331","93.4",,,"80.5","87.4","74.7",,,,
"Belisle, Matt","279571","91.1","91.3","91.1","85.8","86.6","73.9",,,,
"Lopez, Wilton","446641","92.9","91.3",,"84.1",,,"85.2",,,
"Gregg, Kevin","276514","91.3","92.5","87.3",,,"79.6","83.8",,,
"Brothers, Rex","571521","94",,,"86.8","86.9",,,,,
"Detwiler, Ross","446321","93.6","92.1",,"78.9","85.3",,,,,
"Halladay, Roy","136880",,"89.1","87.9",,"81.4","76.8",,,,
"Wright, Jamey","124604","90.8","90.1","88.1","83.4","83.9","77.8",,,,
"Oberholtzer, Brett","519085","91.1","90.8",,"82","82.1","80.6",,,,
"Johnson, Jim","462382","94.4","94.4",,,"88.7","80.4",,,,
"Medina, Yoervis","500721","94.8","94.6",,,"88.1","85.2",,,,
"Chapman, Aroldis","547973","98.9",,,"87.6","91.9",,,,,
"Kintzler, Brandon","445213","93.1","92.7",,"84","87",,,,,
"Roenicke, Josh","502158","92.1","91.2",,"83.5","82.1","76.8",,,,
"Varvaro, Anthony","460008","93.5",,,,"86.6","80",,,,
"Cishek, Steve","518553",,"92.9",,"83.8","85.8",,,,,
"Garland, Jon","279782","87.8","87.8","88.7","82.7","80.3","76.1",,,,
"Scheppers, Tanner","489294","97",,,,"90.2","84.3",,,,
"Watson, Tony","453265",,"94.3",,"84.9","86.7",,,,,
"Thornburg, Tyler","592804","92.6",,"91.9",,"82.7","77.6",,,,
"Benoit, Joaquín","276542","94.8","94.8",,"88.4","84.9",,,,,
"Tazawa, Junichi","547749","94.2","92.4",,"81.8",,"73.5",,,,
"Holland, Greg","518813","96.8",,,"87.6","88.4",,"87.3",,,
"Cloyd, Tyler","543031","87.1","86.1","84.7",,"81.1","77",,,,
"Henderson, Jim","449104","95.9","94.8",,"86.2",,,,,,
"Belisario, Ronald","430613","95","95",,"87.9","88.2",,,,,
"Robertson, David","502085","93.2",,"92.1",,"87.8","81.6",,,,
"Carpenter, David","502304","95.8","95.4",,"85.7","87.2",,,,,
"Hochevar, Luke","460024","96.3","95.8","91.3","86.5","87.5","80.4",,,,
"Burton, Jared","454537","92.7","92.8","91.9","85.9","87.8",,,,,
"Hernandez, David","456696","95.6","95.2",,,"86.6","82.5",,,,
"Uehara, Koji","493157","89.8","90","88.8","84.6",,"70.2","81.6",,,
"Wacha, Michael","608379","94.1",,"89.5",,"86.3","75.7",,,,
"Kimbrel, Craig","518886","97.6","97.6",,,,"86.4",,,,
"Capps, Carter","605169","96.3","95.6",,"85.3","87.1","79.2",,,,
"Hand, Donovan","518764","90","90.1",,"83","82.6","69.5",,,,
"Cosart, Jarred","543054","95.2","95.1","95.1",,"84","79",,,,
"Rodriguez, Wandy","434643","89.8","90.1",,,"83.6","76.1",,,,
"Loup, Aaron","571901",,"92.1",,"77.9","80.5",,,,,
"Hawkins, LaTroy","115629","93.2","91.7",,"88.1","84.2","78.4",,,,
"Doolittle, Sean","448281","95","94.5",,,"85.2","80.8",,,,
"Hernandez, Pedro","517060","89.5","88.7","88.2","84.4","82.7","74.9",,,,
"Nathan, Joe","150274","93","92.4","92.7","87",,"80.7",,,,
"Rusin, Chris","543734","88.3","88.4","84.9","86.1","79.4","78.4",,,,
"LeCure, Sam","459967","90","89.9","89.3","81.5","81.8","74.5",,,,
"Veras, Jose","407842",,"94",,,,"77.3","84.5",,,
"Ramos, Cesár","459987","91.8","91.2",,"84.6","85","70.6",,,,
"Herrera, Kelvin","516969","99.1","98.3",,,"87.6","81.4",,,,
"Gray, Sonny","543243","94","93.2","94.2","86.4","86.9","80.1",,,,
"Ross Jr., Robbie","543726","93.1","93.6","93.1","86.1","87","76.1",,,,
"Avilán, Luis","501593","94.1","93.7",,,"82.1","76.3",,,,
"Melancon, Mark","453343","93.5",,"92.5",,,"82.3","88.6",,,
"Delabar, Steve","447755","95.3",,,"86.8","87.8",,,,,
"Smith, Joe","501925","90.8","89.8",,"82.4","64.5",,,,,
"Duensing, Brian","488846","92.6","92.7",,"84.2","85.6","74.1",,,,
"O'Day, Darren","503285","86.8","86.1",,"79.3","81.5",,,,,
"Strop, Pedro","467008","96.5","96.4",,"83.3","88.8",,,,,
"Kelley, Shawn","518875","92.7",,,"82.7",,,,,,
"Ohlendorf, Ross","456027","93.2","92.6",,"81.8","83.3",,,,,
"Blevins, Jerry","460283",,"90.5",,"85","84","73",,,,
"Kohn, Michael","543409","95.2","95","94.8","85.8","89.4",,,,,
"Romo, Sergio","489265","88.6","87.8","85.2","78.1","82.2",,,,,
"LeBlanc, Wade","453281","86.3","86.5","82.5",,"75.8","77.3",,,,
"Collins, Tim","525768","93.7",,"93.5",,"84.4","74.6",,,,
"Papelbon, Jonathan","449097","92.5","94.4",,"76.3",,,"87",,,
"Ziegler, Brad","446899",,"86.7",,,"79.1","74.8",,,,
"Pérez, Oliver","424144","92.9","92.7",,"80.4","77.3",,,,,
"Fien, Casey","502272","91.8","89.4",,"86.5","88.7","78.5",,,,
"Cueto, Johnny","456501","93.1","93.1","88.8","84.2","84","76.5",,,,
"Gregerson, Luke","502381","89","88.7","89.7","82.3","77.6","73.2",,,,
"Howell, J.P.","434442","88.5","87.9",,"80.1","81.7","80.5",,,,
"Storen, Drew","519322","94.5","94.5",,"82.8","87.7",,,,,
"Fife, Stephen","543155","90","89.3","89.8",,"84.9","78.3",,,,
"Perkins, Glen","450282","95.8","94.7",,"85","86.8",,,,,
"Morris, Bryan","457768","94.6","95","90.1","86.8",,"84.4",,,,
"Rienzo, André","516589","90.8","91.2","87.8",,"84.7","78",,,,
"Lindstrom, Matt","434637","95.6","95.6",,"86.3","88",,,,,
"Wilhelmsen, Tom","452666","96.7","96.9",,"88.9","89.5","78.7",,,,
"Gonzalez, Michael","283166","92","89.7",,"81.8","83",,,,,
"Chavez, Jesse","445926","92.5","93.1","90.3","81.8","85.4","76.1",,,,
"Albers, Matt","458006","94.3","94",,"88.4","83.4","81.6",,,,
"Rivera, Mariano","121250","92.5",,"91.4",,,,,,,
"Cotts, Neal","425840","92.8","92.5","92.4","88","87",,,,,
"League, Brandon","434181","94.9","95.2",,"86.3",,,"86.7",,,
"Albers, Andrew","452027","86.6","86.7",,"79.4","77.3","68.3",,,,
"Marmol, Carlos","461791","94.2","94.7",,"85.8",,,,,,
"Worley, Vance","474699","90","89.7","90.3","83.2","82.7","75.2",,,,
"Rondón, Héctor","444468","94","94.6","91.3","81.3","90.9",,,,,
"Badenhop, Burke","488674","89.6","89.6",,"81.1",,,"83.9",,,
"Humber, Philip","458950","90.8","90.6","88.3","83.7","85.2","79.4",,,,
"Cecil, Brett","446399","92.7","92.3","88.8","84.9","86.5","83",,,,
"Morrow, Brandon","453344","94.1","93.9","92.6","87.6",,"78.9","84.5",,,
"Outman, Josh","489189","93.7","91.5",,"83.6","81.3",,,,,
"Farquhar, Danny","543144","95.2","94.8","91.3",,"86.3","78.7",,,,
"Sanabia, Alex","502253","90.4","90.2",,"82.5","82.8",,,,,
"Erlin, Robbie","572362","90.2","89.9",,"81.4","82","74.1",,,,
"Wright, Wesley","449079","90.9","90.6",,"83.6","85.2","78.8",,,,
"Mujica, Edward","465629","92.5","92.8",,"83.4",,,"87",,,
"Gibson, Kyle","502043","92.9","92.7",,"85.2","84.7","80.2",,,,
"Bonderman, Jeremy","425827","91.6","91.2",,"81.7","84.1",,,,,
"Hendriks, Liam","521230","91.7","90.7",,"83.9","86","74.4",,,,
"Torres, Alex","456776","93.3","92.6","86.8",,"85.2",,,,,
"Perez, Chris","453198","93.4","93",,"83",,,,,,
"Harris, Will","501789","92.7",,"92.2",,"82.4","80.3",,,,
"Ondrusek, Logan","446185","94.6","94.7","90.7",,"82.4","77.5",,,,
"Gutierrez, Juan","434641","95.7","95.6",,,"86.8","83.9",,,,
"Breslow, Craig","444520","91","90.1",,"86","79.4","74.7",,,,
"Kontos, George","502004","91.2","90.9","88.1","84.3","85.2",,,,,
"Alburquerque, Al","456379","95.2","94.9",,"86.9",,,,,,
"Maness, Seth","595307","91.2","91",,"84.4","84.6","79.9",,,,
"Frasor, Jason","430630","93.1","92.2",,"84.3","86.6",,,,,
"Street, Huston","434718",,"90",,"84","82.1",,,,,
"Mijares, Jose","467726","90.9","88.6",,"80.6","82.3",,,,,
"Richard, Clayton","453385","91.7","90.6",,"85.1","84.9","79.7",,,,
"Matusz, Brian","451085","92.1","91.9","88","86.3","84.3","78.2",,,,
"Patton, Troy","461856",,"89.5",,"81.3","84.2","77.2",,,,
"Grilli, Jason","276351","94","94.3",,"83.4","85.3",,,,,
"Russell, James","460701","89.6","89.2","87.9","82.1","81.4","74.5",,,,
"García, Jaime","448802","89.2","89.4","89.3","85.2","82.3","73.9",,,,
"Claiborne, Preston","502011","93.9","93.6",,"85.3","87.7",,,,,
"Rodríguez, Paco","572089","89.8","90.2",,"87.7","84.1","80.5",,,,
"De Fratus, Justin","518603","93.8","93.6",,"83.8","86.7",,,,,
"Salazar, Danny","517593","97","95.6",,"87.2","86.4",,,,,
"Blackley, Travis","429715","90.4","90.9","87.9",,"81.7","75.7",,,,
"Qualls, Chad","430589",,"94.6",,"88",,,,,,
"Janssen, Casey","445163","90.7","90.2","89.9","85.1","84.6","75",,,,
