"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Nova, Iván","467100","93.7","93.8",,"88.1","86.7","80.9",,,,
"Westbrook, Jake","150414",,"91.2","86.8",,"80.9","79.9","85.7",,,
"Beckett, Josh","277417","91.5","92.1","89.4",,"87.2","76.1",,,,
"Hudson, Tim","218596","89.3","89.5","84.9",,,"76.1","81",,,
"Strasburg, Stephen","544931","96.5","95.9",,"94.5","89.3","81.1",,,,
"Millwood, Kevin","119154","90.7","90.8","90.2","84.3","82.9","73.1",,,,
"Detwiler, Ross","446321","93.8","92.9",,"79.8","85",,,,,
"Happ, J.A.","457918","91.1","90.8",,"84.4","83.3","77.6",,,,
"Mendoza, Luis","434669","93","92.9",,"82.4","83.5","76.8",,,,
"Fister, Doug","450729","89.6","89.4","85.7","88.1","82.1","75.6",,,,
"Diamond, Scott","539438","89.9","90",,,"84.2","82",,,,
"Kendrick, Kyle","452718","90.8","90.4","86.6","78.7","82.7",,,,,
"Correia, Kevin","429781","90.5","91.1","90.3","87.8","86.5","77.4",,,,
"Wood, Travis","475243","90","89.4","87.6","80.2","80.1","74.5",,,,
"Halladay, Roy","136880",,"90.9","89.4",,"82.8","76.9",,,,
"Billingsley, Chad","451532","92.2","91.4","86.2","77.3","85.9","67.5",,,,
"Lyles, Jordan","543475","92.5","92.1",,"86.7","82.7","80",,,,
"Lowe, Derek","117955",,"88.4","86.6","81.4","83.8",,,,,
"Beavan, Blake","518444","91.3","91.8",,"79.9","82.3","72.7",,,,
"Zambrano, Carlos","407296","89.7","90.6","89.1","80.2",,"71.7","83.6",,,
"Estrada, Marco","462136","90.7","91","89.4",,"78.3","79.8",,,,
"Cobb, Alex","502171","90.8","90.8",,,"85.5","79.3",,,,
"Worley, Vance","474699","90.2","90.2","90.1","85.3","84.2","76",,,,
"Fiers, Mike","571666","88.5","89.3","85",,"82.1","71.9",,,,
"Quintana, Jose","500779","90.7","91","87.5","87.7","86.5","80",,,,
"Bedard, Erik","407853","89.7","90.2","88.7",,"76.7","76.2","84.1",,,
"McAllister, Zach","502083","92.6","93.2","90.4","87.3","82.4","80.3",,,,
"Feldman, Scott","444857","91.4","92.2","90.1",,"86.3","77.4",,,,
"Hunter, Tommy","488984","92.5","92","87.3","87.7","85.6","78.7",,,,
"Marcum, Shaun","451788","86.9","86.7","85.3","80.8","80.8","73.4",,,,
"Eovaldi, Nathan","543135","94.8","94.8","92.5","85.9","85.4","75",,,,
"Colon, Bartolo","112526","92.1","90",,"83.5","83.5",,,,,
"Marquis, Jason","150302","87.2","89.2",,"83.1","80.9",,,,,
"Williams, Jerome","425532","92.5","92.1","89.3","81.3","84.9","76.6",,,,
"Villanueva, Carlos","453646","89.5","89.5",,"82.3","81.7","74.3",,,,
"Morrow, Brandon","453344","93.8","92.4","93.6","88",,"80","85.5",,,
"Arrieta, Jake","453562","94","93.9",,"88","87.7","79.1",,,,
"Santana, Johan","276371","89","88.6",,"80.7","77.8",,,,,
"Hammel, Jason","434628","94.2","94.2",,"85.7","89","78.4",,,,
"Iwakuma, Hisashi","547874","90.9","90.1",,"82.9",,"73.4","86.6",,,
"Medlen, Kris","450665","90.4","90.5",,"84.1","81.4","77.9",,,,
"Volstad, Chris","458690","91.9","91.7",,"84.1","85.4","79.5",,,,
"Francis, Jeff","433585","85.2","85.9",,,"78.1","69.4",,,,
"Young, Chris","432934","85.2",,,"76.4","78.4","68.4",,,,
"White, Alex","502229","91.8","90.7",,"83.7",,,"84.6",,,
"Humber, Philip","458950","91.1","91.2","89","83.4","85.3","79.3",,,,
"García, Jaime","448802","89","89.3","88.7","85.3","82.4","74.2",,,,
"Garcia, Freddy","150119","87.5","88.2",,"81.5","81.3","72","80.9",,,
"Smyly, Drew","592767",,"92.1","87.5",,"83.2","80.4",,,,
"Gee, Dillon","518716","90.7","90.8","90.9","83.2","83.7","74.3",,,,
"Noesí, Hector","456051","93","93.3",,"85.3","86.1","78.8",,,,
"Garza, Matt","490063","94.2","94.2",,"85.4","86.4","76.6",,,,
"Duensing, Brian","488846","92.6","92.1",,"83.6","84.8","74",,,,
"Pomeranz, Drew","519141","92","90.3",,,"84.6","79.6",,,,
"Kelly, Joe","523260","95.7","95",,"81.7","85.2","77",,,,
"Matusz, Brian","451085","91.6","91.9","91.5","84.8","84.2","77",,,,
"González, Miguel","456068","91.9","91.8",,"85.2","83","78.1",,,,
"Phelps, David","475479","91.5","91.3",,"87.6","84.2","81",,,,
"Blackley, Travis","429715",,"91","86.4","86.9","81.8","76.4",,,,
"Lewis, Colby","407890","88.6","87.8",,"83.2","83","75.1",,,,
"Blackburn, Nick","448147","90.3","90.9","87.6",,"82.7","78.5",,,,
"Delgado, Randall","517414","92.9","92.3",,,"82.2","78.3",,,,
"Tomlin, Josh","458708","89.9","89.6","86.6",,"83.2","75.7",,,,
"Corbin, Patrick","571578","91.2","91.5",,"79.3","80.8",,,,,
"McCarthy, Brandon","435221",,"91.4","90.8",,,"80.1","86.6",,,
"Laffey, Aaron","444836","86.8","85.6","85.4","77.2","80.2",,,,,
"Stults, Eric","445590","88.4","84.2",,"80.7","78.8","67.2",,,,
"Bass, Anthony","542914","92.4","92.4","92.7","85.2","83.7",,,,,
"Hefner, Jeremy","458550","90.9","90.2",,"86.9","84.6","75.6",,,,
"Collmenter, Josh","518567","88.4",,"88",,"79","71.4",,,,
"De Vries, Cole","453301","90.4","90",,"84","82.8","74",,,,
"Hendriks, Liam","521230","91.1","90.2",,"82.9","82.4","73.6",,,,
"Rogers, Esmil","469134","96.4","96.2","95.3","88.3","89.4","84.1",,,,
"Gómez, Jeanmar","491646","90.5","90.6",,"84.8","82.8","74.6",,,,
"Roenicke, Josh","502158","93.1","92.2","84.5","84.4","83.8","77.6",,,,
"Tillman, Chris","501957","92.8","95.5","92.9","84.1","82.6","77.3",,,,
"Swarzak, Anthony","461872","92.7","92.9",,"82","83.1",,,,,
"Griffin, A.J.","456167","90.3","91.6",,"84.1","80.6","69",,,,
"Aceves, Alfredo","469686","94.6","94.3","92.2","83.8","83.5","82","88.3",,,
"Smith, Will","519293","91.3","89.3",,"80","84.7","77",,,,
"Axford, John","446099","96.8",,,"85.3",,"80.5",,,,
"Friedrich, Christian","543184","92.4","91.3",,"84.9","83.8","76.3",,,,
"Keuchel, Dallas","572971","88.9","88.4","85.1","73.2","75.5","72.8",,,,
"Stammen, Craig","489334","92.1","92.2","85",,"87.2","80.3",,,,
"Santiago, Héctor","502327","93.2","94","87.5","78.3","83.1","78.7",,,,
"Cook, Aaron","346871","90.2","90.3",,"87.8","79.5","76.2",,,,
"Morales, Franklin","462985","95","94.9",,"84.4","84.5","74.8",,,,
"Sánchez, Jonathan","456043","89.6","89.2",,"80.6","83.5",,,,,
"Deduno, Samuel","465679","91.4",,"92",,"85","82.3",,,,
"Ottavino, Adam","493603","94.7","95.2",,,"87.2",,,,"84.9",
"Beachy, Brandon","545404","91.6","88.3",,"81.5","80.4","72.5",,,,
"Karstens, Jeff","444371","90","89.9","86.8","79.9","81.7","71.1",,,,
"Lincoln, Brad","453184","94.1","92.6",,,"86.2","83.7",,,,
"Drabek, Kyle","475138","93","92.9","90.8",,"85.7","81.3",,,,
"Veras, Jose","407842",,"94.4",,"79.6",,"78.6","84.6",,,
"Clippard, Tyler","461325","93.4",,"85.9",,"81.5","77.6",,,,
"Ross, Tyson","475115","93.4","92.6","92.6","86.6","87.8",,,,,
"Herrera, Kelvin","516969","99.3","98.9",,"88.4","87.5","81.6",,,,
"Belisle, Matt","279571","91.3","91.3","91","85.7","86","73.7",,,,
"Rodriguez Jr., Fernando","451775","94.5",,,,"86","80.3",,,,
"Lindblom, Josh","458676","92.8","92.7",,"83.9","85.1","73",,,,
"Davis, Wade","451584","94.4","93.4","90.4",,"86.8","81.7",,,,
"Balfour, Grant","346797","93.4","92.2","92.7","86.8","86.4","82.6",,,,
"Rodríguez, Francisco","408061","92.6","92",,,"83.7","76.9",,,,
"Collins, Tim","525768","93.8",,"93.4",,"83.6","75.5",,,,
"Chapman, Aroldis","547973","98.4",,,"88.4","92",,,,,
"Benoit, Joaquín","276542","94.3","94.5",,"86.3","84.2",,,,,
"Pestano, Vinnie","502260","92.2","93",,"80.5",,,,,,
"Frieri, Ernesto","457117","94.6","95",,"80.8","85.3",,,,,
"Ayala, Luis","425646","91.1","91.4",,"85.5","86","76.7",,,,
"Richards, Garrett","572070","95.7","95.5","95.9","86.3","86.4","76.6",,,,
"Bell, Heath","425514","94.2","94.4",,,"86.1","82.5",,,,
"Wilhelmsen, Tom","452666","96.9","96.6",,,"89.5","78.6",,,,
"Camp, Shawn","425861","88.6","88.1",,"79.7","83",,,,,
"Chatwood, Tyler","543022","94.6","94.1",,"84.3","82.7","76.7",,,,
"Martinez, Cristhian","450852","90.1","89.6",,"82.2","81.4",,,,,
"Chacín, Jhoulys","468504","91.1","90.6","90.5","82.4","85.1","77.5",,,,
"Jones, Nate","518858","97","98.3",,"88.4","88.3","80.5",,,,
"Russell, James","460701","89.9","89.5","87.7","81.9","82.3","74",,,,
"Gorzelanny, Tom","452733","90.9","91.3",,"81.3","84.9",,,,,
"Brach, Brad","542960","92.4","93.2",,"83.1",,,"84.7",,,
"Germano, Justin","430683","86.7","86.6",,"79","82","70.8",,,,
"Papelbon, Jonathan","449097","94.5","94",,"80",,"74","88.6",,,
"Brothers, Rex","571521","95.9","95.9",,"87.8","89.2",,,,,
"Hughes, Jared","453172","93.6","93",,"84.8","85.6",,,,,
"Pettitte, Andy","120485","88.5","88.6","87.9","81.3","80.2","74",,,,
"Holland, Greg","518813","96.7",,,"86.4",,"76.5","87.6",,,
"Gaudin, Chad","429985","93.1","92",,"81.1","87.5",,,,,
"Motte, Jason","435400","97.6","96.2","92.6","87.9","84.7",,,,,
"Valverde, Jose","407878","94","93.4","93.1",,,,"84.7",,,
"Burnett, Alex","488751","93.7","93",,"85.8","85.5","77.7",,,,
"Delabar, Steve","447755","95.3","95.3",,"86.8","87.4",,,,,
"Parnell, Bobby","458730","96.3",,,,,"83.3",,,,
"Cook, Ryan","475857","95.8","95.6",,"84.6","88.8",,,,,
"Marmol, Carlos","461791","94.7","94.4",,"85.3",,,,,,
"Resop, Chris","434592","93.1","93.8",,"86.9","83.7","81.5",,,,
"Soriano, Rafael","400089","92.9","93","92.1","83.5",,,,,,
"Strop, Pedro","467008","97.3","97.6",,"83.5","89.8",,,,,
"Hernandez, Livan","115817","84.5","84.6",,"80.2","78.2","67.4",,,,
"Rodney, Fernando","407845","97.6","96.6",,"89.8","83.1",,,,,
"Wright, Jamey","124604","91.4","91.9","89.6","84.3",,"79.1",,,,
"Gregerson, Luke","502381","89.9","89.7","90.1","83.6","79.5","76.8",,,,
"Kluber, Corey","446372","93.3","93.1",,"89.2","84.6","83",,,,
"Hernandez, David","456696","95.5","95.1",,,"86.4","82",,,,
"Arredondo, Jose","461766","91.5",,,"84.4",,,"85",,,
"LeBlanc, Wade","453281","87.4","87.3","84.6",,"76.2","74.9",,,,
"Cishek, Steve","518553","93.5","92.8",,"82.9","83.6",,,,,
"Peralta, Joel","407908","90.9",,,,,"79.1","82.2",,,
"Nathan, Joe","150274","94.7","94.1",,"89.1","83.8","82",,,,
"League, Brandon","434181","95.8","95.9",,"86.8",,,"86.8",,,
"Smith, Joe","501925","90.7","89.7",,"80.3",,,,,,
"Loe, Kameron","434180","90.5","90","88.2","79.7","82.9",,,,,
"Boggs, Mitchell","459939","96.5","96.5",,"88.4","89.1",,,,,
"Ramirez, Ramon E","430673","91.7","91.8",,"87.5","86.7",,,,,
"Belisario, Ronald","430613","95.1","94.6",,"87.9","88.6",,,,,
"Breslow, Craig","444520","91.5","91.3",,"85.4","78.8","76.7",,,,
"Britton, Zack","502154","92.2","92.6",,"81.9","86.4",,,,,
"Ross Jr., Robbie","543726","92.3","92.8","92.1","85.5",,,,,,
"Jansen, Kenley","445276","93.4",,"92.4","82.2",,,,,,
"Perkins, Glen","450282","95.8","95",,"84.6","85.4",,,,,
"Parra, Manny","448159","93.2","93",,"85.5",,"77.3","85.3",,,
"Ogando, Alexi","468396","97.7","97.1",,"84.8","88.6",,,,,
"Bard, Daniel","453268","93.6","94.3",,"80.9","87.9",,,,,
"Teaford, Everett","501870","91","90.8",,"86.9","84.2","79.9",,,,
"Salas, Fernando","477569","92.3","92.3",,,"86.1","81.9",,,,
"Cecil, Brett","446399","89.9","89","87.3","84.6","82.8","79.3",,,,
"Nicasio, Juan","504379","93.9","93",,"83.4","84.7",,,,,
"Johnson, Jim","462382","94.7","94.9",,,"88.7","80.4",,,,
"Walters, P.J.","502208","89","89.2","87.3","76","79.3","70.6",,,,
"Hanrahan, Joel","430629","96.6",,,"88.1",,,,,,
"Simon, Alfredo","430580","94.5","95.1","90.3","79.5",,"78.6","84.5",,,
"Thornton, Matt","407819","95.7","95.3","87.7","81.9",,,,,,
"Affeldt, Jeremy","346793","91.9","92",,,"87.8","76.1",,,,
"O'Day, Darren","503285","86.6","85",,"78.1",,,,,,
"Marshall, Sean","445156","91.4","91.4","89.7","85.5","87.4","77.5",,,,
"Blevins, Jerry","460283","89.8","90.3",,"83.4","82.9","72.5",,,,
"Mattheus, Ryan","458919","93.7","94.2","88.7","83.6",,,"84.3",,,
"Oswalt, Roy","400061","92.1","91.8","84.3","77.5","82.6","70",,,,
"Casilla, Santiago","433586","94.8","94.4",,"88.4",,"81.9",,,,
"Hutchison, Drew","571800","92.1","91.3",,"84.4","84.7","88.4",,,,
"Webb, Ryan","444436",,"95",,"83.2","85.8",,,,,
"Durbin, Chad","239795","90.5","90.9","88.3",,"82.1","76.9",,,,
"Grilli, Jason","276351","94.3","93.9",,"83.1",,,,,,
"Cruz, Rhiner","462480","95.8","95",,"82.7","86",,,,,
"Harvey, Matt","518774","95.4","95.5",,"88.9","86.4","82.6",,,,
"Myers, Brett","408206","92.1","92","91.9","86","85.2","77.3",,,,
"Robertson, David","502085","93.8",,"92.7",,"87.2","81.6",,,,
"Lyon, Brandon","407193","90.5","90.4","89.5","86.4","86.2","78.4",,,,
"Perez, Chris","453198","94.6","94.8",,"84.1",,,,,,
"Batista, Miguel","110683","92","92.5","91.4","85.7","83","76.4",,,,
"Mijares, Jose","467726","91.8","88.8",,"81.2","83.2",,,,,
"Crow, Aaron","543070","95.1","95.1",,"85.7","87.4","78",,,,
"Reynolds, Matt","519186","89.5","89.5",,"78.4","82.5","78.7",,,,
"Venters, Jonny","458924","94.3","94.3",,"85.9","87.6",,,,,
"Sipp, Tony","448609","91.7","90.2",,"81","79.5",,,,,
"Axelrod, Dylan","518420","88.9","88.9",,"81.6","82.7","76.1",,,,
"Janssen, Casey","445163","92.2","92.1","90.7","85.5","87.2","76.3",,,,
"Burnett, Sean","430634","90.1","90.4",,"79.6","83",,,,,
"Thayer, Dale","445612","94.6","94.2",,"82.9","85",,,,,
"Coleman, Louis","488786","90.8","91.1",,"80.7","82.6","72.2",,,,
"LeCure, Sam","459967","90.2","90.1",,"80.3","85.1","74.2",,,,
"Shaw, Bryan","543766","90.4",,"93.1",,"83.5","79.4",,,"81.4",
"Bastardo, Antonio","455374","92.3","90.2",,"84.3","86.2",,,,,
"Broxton, Jonathan","455009","95.6","94.9","92.9","88",,"76.4",,,,
"Burton, Jared","454537","93.5","93.5","94.2","86.4","87.8",,,,,
"Logan, Boone","457429","94.2","93.9",,"82.4","89",,,,,
"Villarreal, Brayan","500903","97.8","96.7",,"87.6","92.4",,,,,
"Ziegler, Brad","446899","87.4","86.6",,,"78.6","75",,,,
"Rauch, Jon","400010","91.3","89.7","91.4","84.5","84.7","74.5",,,,
"Kimbrel, Craig","518886","97.5","97",,,,"86.3",,,,
"Lopez, Wilton","446641","93.9","92.3",,"82.9",,,"85.8",,,
"Coke, Phil","457435","94","93.6",,"81.3","83.1",,,,,
"Moyer, Jamie","119469","78.3","79.4","77",,"72.6","69.3",,,,
"Moscoso, Guillermo","446861","91.8","91.5",,"83.1","82","78.4","80.7",,,
"Ondrusek, Logan","446185","93.8","94.2","92.8","84.4","82.2","79.7",,,,
"McGee, Jake","459429","96.3","96.4",,"87.3",,,,,,
"Reed, Addison","592665","95.2","95.4","94.4","84.6","85.2",,,,,
"Ohlendorf, Ross","456027","91.3","91.2",,"81.6","83.8",,,,,
"Pavano, Carl","134321","87","87.5",,"82.5","79.1",,"83.5",,,
"Betancourt, Rafael","429783","92",,"91.8","80.6","85.1",,,,,
"Dotel, Octavio","136734","93",,"92.4","82.6","85.3","78.4",,,,
"Torres, Carlos","448614","91.9","90.4","89.7","89.5","85.5","78.1",,,,
"Hensley, Clay","454535",,"85.9",,"80.6","80.8","70",,,,
"Badenhop, Burke","488674","89.9","90",,"81",,,"84.3",,,
"Turner, Jacob","545363","91.8","91.7","85.5",,"86.1","78.8",,,,
"Albers, Matt","458006","94.8","94.2",,"88.4","81.8","80.8",,,,
"Ramírez, Erasmo","541640","92.9","93.6",,"84.6","81.8","78.1",,,,
"Oliver, Darren","119984","88.5","89.2",,"75.9","83.6",,,,,
"Norberto, Jordan","467099","93.2","93","90.6","86.3","85.3",,,,,
"Dunn, Mike","445197","95.1","94.6",,"87.2","88","77.8",,,,
"Mujica, Edward","465629","92.5","92.4",,"84.1",,,"87",,,
"Adams, Mike","430606","91.9","91.6",,"87.3","83.4","78.8",,,,
"Miller, Jim","461848","93.5","93.4",,"83.9",,"72.6",,,,
"Matsuzaka, Daisuke","493137","91.4","91.2","89.8","80.8","82.2","79.1","82.4",,,
"Crain, Jesse","430884","94.3","94.2",,"85.5","83.2","72.3",,,,
"Gray, Jeff","462522","93.4","93.8",,"86.8","89.1",,,,,
"Watson, Tony","453265",,"94.3",,"84.9","87.1",,,,,
"O'Flaherty, Eric","447714","91.8","91.6",,"86.5","87.1",,,,,
"Qualls, Chad","430589",,"93.8",,"86.7","84.5",,,,,
"Wright, Wesley","449079","91.3","91.1",,"84.1","84.9","79.4",,,,
"Danks, John","433579","90.7","90.3","87.4",,"83.1","78.3",,,,
"Takahashi, Hisanori","538227","89.4","88.8",,"79.4","81.2","67.2",,,,
"Jurrjens, Jair","457453","89.3","88.9","89.1","78.4","82.9",,,,,
"Patton, Troy","461856",,"90.4",,"82","84.2","77.2",,,,
"Frasor, Jason","430630","93.6","94.4",,"84.2","86.8",,,,,
"Howell, J.P.","434442","87.2","86.5",,"76.9","80.5","79.1",,,,
"Acosta, Manny","407924","94.5","94.8",,"82.9","87.8",,,,,
"Abad, Fernando","472551","90.8","90.4",,,"75.9","78.4",,,,
